Time	Symbol	MarketMode	State	TradeUUID	Event	StartAdjusted	DeepBandON	ImpulseATR	StartPrice	EndPrice	BandLower	BandUpper	TouchCount	FreezeCancelCount	ConfirmType	EntryType	EntryPrice	SL	TP	SpreadPts	SlippagePts	FillDeviationPts	Result	RejectReason	Extra
2026.03.10 09:03:00	GOLD#	GOLD	IDLE	20260310090300_GOLD#_01	LOG_REJECT	false	false	1.73	5175.83	5170.66	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	29.0	0.0	0.0		TREND_MISMATCH	
2026.03.10 09:04:00	GOLD#	GOLD	IMPULSE_FOUND	20260310090400_GOLD#_01	LOG_STATE	false	false	2.05	5170.71	5175.84	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	30.0	0.0	0.0			reason=ImpulseDetected
2026.03.10 09:04:00	GOLD#	GOLD	IMPULSE_FOUND	20260310090400_GOLD#_01	LOG_IMPULSE	false	false	2.05	5170.71	5175.84	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	30.0	0.0	0.0			dir=LONG
2026.03.10 09:07:00	GOLD#	GOLD	IMPULSE_CONFIRMED	20260310090400_GOLD#_01	LOG_STATE	false	false	2.39	5170.71	5178.76	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	30.0	0.0	0.0			reason=FreezeEstablished
2026.03.10 09:07:00	GOLD#	GOLD	IMPULSE_CONFIRMED	20260310090400_GOLD#_01	LOG_IMPULSE	false	false	2.39	5170.71	5178.76	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	30.0	0.0	0.0			Frozen100=5178.76
2026.03.10 09:07:00	GOLD#	GOLD	IDLE	20260310090400_GOLD#_01	LOG_STATE	false	false	2.39	5170.71	5178.76	0.00	0.00	0	0	NONE	NONE	0.00	0.00	0.00	29.0	0.0	0.0			reason=MASetupFailed
