entry_idx,entry_dt,dir,entry_price,oracle_pnl,H1_sr_target,H1_sr_found,H1_sr_dist_atr,H1_htf_atr,conv_reason,conv_pnl,conv_bars,H1_reason,H1_pnl,H1_bars,M15_sr_target,M15_sr_found,M15_sr_dist_atr,M15_htf_atr,M15_reason,M15_pnl,M15_bars
47414,2025-10-17 12:27:00,SELL,4335.34,1828.9999999999964,3674.61,True,21.61,30.57187,TimeExit,-144.9999999999818,8,TimeExit,-144.9999999999818,8,3674.61,True,44.32,14.90933,TimeExit,-144.9999999999818,8
47482,2025-10-17 13:35:00,SELL,4330.7,4715.999999999985,3674.61,True,22.25,29.48629,TimeExit,-60.00000000003638,9,TimeExit,-60.00000000003638,9,3674.61,True,51.89,12.64405,TimeExit,-60.00000000003638,9
47543,2025-10-17 14:36:00,SELL,4310.64,4909.000000000015,3674.61,True,19.81,32.11078,TimeExit,-122.99999999995634,10,TimeExit,-122.99999999995634,10,3674.61,True,45.2,14.07277,TimeExit,-122.99999999995634,10
47610,2025-10-17 15:43:00,BUY,4309.09,1090.9999999999854,0.0,False,0.0,32.69068,TimeExit,-118.0000000000291,17,TimeExit,-118.0000000000291,17,0.0,False,0.0,19.63035,TimeExit,-118.0000000000291,17
47671,2025-10-17 16:44:00,SELL,4286.05,6897.0000000000255,3674.61,True,16.9,36.18392,TimeExit,-40.99999999998545,8,TimeExit,-40.99999999998545,8,3674.61,True,26.94,22.6942,TimeExit,-40.99999999998545,8
47732,2025-10-17 17:45:00,BUY,4251.97,846.9999999999345,0.0,False,0.0,39.03007,TimeExit,-197.00000000002547,12,TimeExit,-197.00000000002547,12,0.0,False,0.0,26.85356,TimeExit,-197.00000000002547,12
47793,2025-10-17 18:46:00,BUY,4250.47,148.99999999997817,0.0,False,0.0,37.58606,EMACross,-882.9999999999927,5,EMACross(NoSR),-882.9999999999927,5,0.0,False,0.0,22.84112,EMACross(NoSR),-882.9999999999927,5
47854,2025-10-17 19:47:00,SELL,4209.45,2369.999999999982,3674.61,True,13.9,38.47858,TimeExit,-100.0,35,TimeExit,-100.0,35,3674.61,True,24.91,21.46692,TimeExit,-100.0,35
47915,2025-10-17 20:48:00,BUY,4221.84,2276.000000000022,0.0,False,0.0,39.03477,TimeExit,-175.0,8,TimeExit,-175.0,8,0.0,False,0.0,20.56709,TimeExit,-175.0,8
47979,2025-10-17 21:52:00,SELL,4237.12,2439.9999999999636,3674.61,True,15.05,37.3688,TimeExit,-18.000000000029104,14,TimeExit,-18.000000000029104,14,3674.61,True,32.11,17.5164,TimeExit,-18.000000000029104,14
48055,2025-10-17 23:08:00,BUY,4231.15,4344.000000000051,0.0,False,0.0,35.29843,EMACross,1682.0000000000618,83,EMACross(NoSR),1682.0000000000618,83,0.0,False,0.0,15.48333,EMACross(NoSR),1682.0000000000618,83
48116,2025-10-20 01:11:00,BUY,4260.28,790.9999999999854,0.0,False,0.0,35.25064,TimeExit,-185.99999999996726,11,TimeExit,-185.99999999996726,11,0.0,False,0.0,16.2106,TimeExit,-185.99999999996726,11
48177,2025-10-20 02:12:00,SELL,4248.49,2946.9999999999345,3674.61,True,17.14,33.47989,EMACross,928.9999999999964,86,EMACross(FB),928.9999999999964,86,3674.61,True,40.0,14.34644,EMACross(FB),928.9999999999964,86
48238,2025-10-20 03:13:00,SELL,4227.03,800.9999999999309,3674.61,True,16.61,33.24924,TimeExit,-803.0000000000655,8,TimeExit,-803.0000000000655,8,3674.61,True,41.71,13.2429,TimeExit,-803.0000000000655,8
48300,2025-10-20 04:15:00,BUY,4254.79,1636.999999999989,0.0,False,0.0,34.07467,TimeExit,-89.99999999996362,8,TimeExit,-89.99999999996362,8,0.0,False,0.0,16.0951,TimeExit,-89.99999999996362,8
48375,2025-10-20 05:30:00,BUY,4269.87,128.99999999999636,0.0,False,0.0,31.92072,TimeExit,-284.99999999994543,8,TimeExit,-284.99999999994543,8,0.0,False,0.0,12.43069,TimeExit,-284.99999999994543,8
48438,2025-10-20 06:33:00,SELL,4252.64,539.0000000000327,3674.61,True,19.36,29.85929,TimeExit,-392.99999999993815,8,TimeExit,-392.99999999993815,8,3674.61,True,52.97,10.91199,TimeExit,-392.99999999993815,8
48505,2025-10-20 07:40:00,BUY,4267.0,78.99999999999636,0.0,False,0.0,26.92738,TimeExit,-11.999999999989086,8,TimeExit,-11.999999999989086,8,0.0,False,0.0,9.0532,TimeExit,-11.999999999989086,8
48566,2025-10-20 08:41:00,SELL,4251.37,3005.999999999949,3674.61,True,21.43,26.91707,TimeExit,-1.0000000000218279,9,TimeExit,-1.0000000000218279,9,3674.61,True,61.34,9.40235,TimeExit,-1.0000000000218279,9
48637,2025-10-20 09:52:00,BUY,4234.92,3114.0000000000327,0.0,False,0.0,26.58412,EMACross,1926.0000000000218,69,EMACross(NoSR),1926.0000000000218,69,0.0,False,0.0,12.15485,EMACross(NoSR),1926.0000000000218,69
48716,2025-10-20 11:11:00,BUY,4261.1,496.00000000000364,0.0,False,0.0,24.81705,TimeExit,-94.00000000005093,8,TimeExit,-94.00000000005093,8,0.0,False,0.0,11.07522,TimeExit,-94.00000000005093,8
48783,2025-10-20 12:18:00,SELL,4254.73,898.9999999999782,3674.61,True,24.94,23.25611,TimeExit,-11.000000000058208,18,TimeExit,-11.000000000058208,18,3674.61,True,65.3,8.88356,TimeExit,-11.000000000058208,18
48844,2025-10-20 13:19:00,SELL,4254.52,356.00000000004,3674.61,True,26.16,22.16463,EMACross,-239.99999999996362,4,EMACross(FB),-239.99999999996362,4,3674.61,True,65.72,8.82364,EMACross(FB),-239.99999999996362,4
48906,2025-10-20 14:21:00,BUY,4261.47,6576.999999999953,0.0,False,0.0,22.99735,TimeExit,-3.0000000000654836,12,TimeExit,-3.0000000000654836,12,0.0,False,0.0,8.14432,TimeExit,-3.0000000000654836,12
48967,2025-10-20 15:22:00,BUY,4293.38,4097.999999999956,0.0,False,0.0,27.2057,EMACross,2492.0000000000073,62,EMACross(NoSR),2492.0000000000073,62,0.0,False,0.0,10.78004,EMACross(NoSR),2492.0000000000073,62
49028,2025-10-20 16:23:00,SELL,4316.0,2326.000000000022,3674.61,True,23.73,27.02894,TimeExit,-18.000000000029104,17,TimeExit,-18.000000000029104,17,3674.61,True,50.87,12.60729,TimeExit,-18.000000000029104,17
49089,2025-10-20 17:24:00,BUY,4329.4,2614.0000000000327,0.0,False,0.0,29.00641,TimeExit,-519.9999999999818,8,TimeExit,-519.9999999999818,8,0.0,False,0.0,15.66525,TimeExit,-519.9999999999818,8
49150,2025-10-20 18:25:00,BUY,4342.64,855.9999999999491,0.0,False,0.0,28.24023,EMACross,210.99999999996726,38,EMACross(NoSR),210.99999999996726,38,0.0,False,0.0,14.69631,EMACross(NoSR),210.99999999996726,38
49215,2025-10-20 19:30:00,SELL,4345.37,809.9999999999454,3674.61,True,26.25,25.55353,TimeExit,-97.00000000002547,8,TimeExit,-97.00000000002547,8,3674.61,True,65.17,10.29257,TimeExit,-97.00000000002547,8
49276,2025-10-20 20:31:00,SELL,4341.63,435.99999999996726,3674.61,True,27.79,24.00106,TimeExit,-243.0000000000291,8,TimeExit,-243.0000000000291,8,3674.61,True,71.77,9.2936,TimeExit,-243.0000000000291,8
49337,2025-10-20 21:32:00,BUY,4356.84,2461.999999999989,0.0,False,0.0,23.48625,EMACross,984.0000000000146,93,EMACross(NoSR),984.0000000000146,93,0.0,False,0.0,8.71554,EMACross(NoSR),984.0000000000146,93
49409,2025-10-20 22:44:00,BUY,4369.55,1190.9999999999854,0.0,False,0.0,23.32408,TimeExit,-413.0000000000109,18,TimeExit,-413.0000000000109,18,0.0,False,0.0,7.13204,TimeExit,-413.0000000000109,18
49478,2025-10-20 23:53:00,BUY,4357.72,1756.999999999971,0.0,False,0.0,24.72887,EMACross,535.9999999999673,43,EMACross(NoSR),535.9999999999673,43,0.0,False,0.0,10.16515,EMACross(NoSR),535.9999999999673,43
49544,2025-10-21 02:00:00,BUY,4367.21,451.0000000000218,0.0,False,0.0,23.12506,TimeExit,-2.999999999974534,10,TimeExit,-2.999999999974534,10,0.0,False,0.0,11.17369,TimeExit,-2.999999999974534,10
49626,2025-10-21 03:22:00,BUY,4368.0,418.0000000000291,0.0,False,0.0,22.01106,TimeExit,-22.999999999956344,21,TimeExit,-22.999999999956344,21,0.0,False,0.0,9.8483,TimeExit,-22.999999999956344,21
49687,2025-10-21 04:23:00,SELL,4355.93,2306.00000000004,3674.61,True,28.02,24.31758,EMACross,513.0000000000109,56,EMACross(FB),513.0000000000109,56,3674.61,True,70.15,9.71288,EMACross(FB),513.0000000000109,56
49748,2025-10-21 05:24:00,BUY,4353.51,-3.0000000000654836,0.0,False,0.0,23.72857,TimeExit,-778.0000000000655,8,TimeExit,-778.0000000000655,8,0.0,False,0.0,10.908,TimeExit,-778.0000000000655,8
49809,2025-10-21 06:25:00,BUY,4348.61,213.0000000000109,0.0,False,0.0,22.26209,TimeExit,-173.99999999997817,8,TimeExit,-173.99999999997817,8,0.0,False,0.0,10.79707,TimeExit,-173.99999999997817,8
49875,2025-10-21 07:31:00,SELL,4341.17,2390.9999999999854,3674.61,True,32.31,20.62715,TimeExit,-47.999999999956344,8,TimeExit,-47.999999999956344,8,3674.61,True,89.0,7.48942,TimeExit,-47.999999999956344,8
49936,2025-10-21 08:32:00,SELL,4324.98,771.9999999999345,3674.61,True,30.31,21.4542,TimeExit,-139.00000000003274,9,TimeExit,-139.00000000003274,9,3674.61,True,72.65,8.95245,TimeExit,-139.00000000003274,9
49997,2025-10-21 09:33:00,SELL,4324.1,7918.000000000029,3674.61,True,29.28,22.1803,EMACross,-502.99999999997453,5,EMACross(FB),-502.99999999997453,5,3674.61,True,64.95,10.0003,EMACross(FB),-502.99999999997453,5
50058,2025-10-21 10:34:00,SELL,4301.59,5667.000000000007,3674.61,True,24.24,25.86293,TimeExit,-94.99999999998181,11,TimeExit,-94.99999999998181,11,3674.61,True,47.13,13.3041,TimeExit,-94.99999999998181,11
50120,2025-10-21 11:36:00,BUY,4266.7,1130.0000000000182,0.0,False,0.0,30.00654,TimeExit,-197.99999999995634,29,TimeExit,-197.99999999995634,29,0.0,False,0.0,18.32261,TimeExit,-197.99999999995634,29
50181,2025-10-21 12:37:00,BUY,4270.77,167.99999999993815,0.0,False,0.0,29.111,TimeExit,-44.00000000005093,8,TimeExit,-44.00000000005093,8,0.0,False,0.0,16.37008,TimeExit,-44.00000000005093,8
50243,2025-10-21 13:39:00,BUY,4263.91,853.9999999999964,0.0,False,0.0,27.51753,EMACross,-313.0000000000109,3,EMACross(NoSR),-313.0000000000109,3,0.0,False,0.0,14.34207,EMACross(NoSR),-313.0000000000109,3
50304,2025-10-21 14:40:00,SELL,4262.99,7327.9999999999745,3674.61,True,21.45,27.4312,EMACross,5713.999999999942,104,EMACross(FB),5713.999999999942,104,3674.61,True,42.17,13.95244,EMACross(FB),5713.999999999942,104
50365,2025-10-21 15:41:00,SELL,4224.17,11146.000000000004,3674.61,True,17.92,30.6657,EMACross,1831.999999999971,43,EMACross(FB),1831.999999999971,43,3674.61,True,32.45,16.9344,EMACross(FB),1831.999999999971,43
50426,2025-10-21 16:42:00,BUY,4208.49,92.00000000000728,0.0,False,0.0,34.25428,StructBreak,-2030.999999999949,5,StructBreak,-2030.999999999949,5,0.0,False,0.0,19.27381,StructBreak,-2030.999999999949,5
50487,2025-10-21 17:43:00,SELL,4105.26,2356.00000000004,3674.61,True,9.81,43.89904,TimeExit,-1259.0000000000146,8,TimeExit,-1259.0000000000146,8,3674.61,True,15.35,28.06277,TimeExit,-1259.0000000000146,8
50548,2025-10-21 18:44:00,BUY,4142.58,500.0,0.0,False,0.0,42.1165,TimeExit,-247.99999999995634,8,TimeExit,-247.99999999995634,8,0.0,False,0.0,29.14393,TimeExit,-247.99999999995634,8
50609,2025-10-21 19:45:00,SELL,4111.12,1725.0,3674.61,True,10.36,42.13697,StructBreak,-1396.0000000000036,8,StructBreak,-1396.0000000000036,8,3674.61,True,18.63,23.43405,StructBreak,-1396.0000000000036,8
50670,2025-10-21 20:46:00,BUY,4114.62,1119.000000000051,0.0,False,0.0,40.0427,TimeExit,-314.00000000003274,8,TimeExit,-314.00000000003274,8,0.0,False,0.0,21.43666,TimeExit,-314.00000000003274,8
50731,2025-10-21 21:47:00,SELL,4110.13,946.0000000000036,3674.61,True,11.68,37.29168,TimeExit,-247.00000000002547,8,TimeExit,-247.00000000002547,8,3674.61,True,26.14,16.66043,TimeExit,-247.00000000002547,8
50792,2025-10-21 22:48:00,BUY,4107.24,2514.0000000000327,0.0,False,0.0,35.17679,EMACross,-276.9999999999527,2,EMACross(NoSR),-276.9999999999527,2,0.0,False,0.0,14.42198,EMACross(NoSR),-276.9999999999527,2
50853,2025-10-21 23:49:00,BUY,4127.19,519.0000000000509,0.0,False,0.0,33.78522,TimeExit,-142.99999999993815,8,TimeExit,-142.99999999993815,8,0.0,False,0.0,12.12229,TimeExit,-142.99999999993815,8
50921,2025-10-22 01:58:00,SELL,4122.24,11806.99999999997,3674.61,True,14.1,31.74452,TimeExit,-51.00000000002183,10,TimeExit,-51.00000000002183,10,3674.61,True,39.48,11.33761,TimeExit,-51.00000000002183,10
50982,2025-10-22 02:59:00,SELL,4093.0,8882.999999999993,3674.61,True,12.85,32.55725,EMACross,1913.9999999999873,37,EMACross(FB),1913.9999999999873,37,3674.61,True,30.72,13.62139,EMACross(FB),1913.9999999999873,37
51048,2025-10-22 04:05:00,BUY,4102.34,1861.999999999989,0.0,False,0.0,42.34265,TimeExit,-423.9999999999782,16,TimeExit,-423.9999999999782,16,0.0,False,0.0,30.54006,TimeExit,-423.9999999999782,16
51113,2025-10-22 05:10:00,BUY,4114.92,2843.000000000029,0.0,False,0.0,40.77563,TimeExit,-527.9999999999745,8,TimeExit,-527.9999999999745,8,0.0,False,0.0,28.70896,TimeExit,-527.9999999999745,8
51188,2025-10-22 06:25:00,BUY,4119.13,2796.0000000000036,0.0,False,0.0,40.16154,EMACross,880.9999999999491,39,EMACross(NoSR),880.9999999999491,39,0.0,False,0.0,18.52195,EMACross(NoSR),880.9999999999491,39
51253,2025-10-22 07:30:00,BUY,4127.77,1931.999999999971,0.0,False,0.0,38.312,TimeExit,-17.000000000007276,16,TimeExit,-17.000000000007276,16,0.0,False,0.0,16.68038,TimeExit,-17.000000000007276,16
51318,2025-10-22 08:35:00,SELL,4132.64,495.00000000007276,3674.61,True,12.74,35.94507,TimeExit,-403.99999999999636,8,TimeExit,-403.99999999999636,8,3674.61,True,32.01,14.30743,TimeExit,-403.99999999999636,8
51379,2025-10-22 09:36:00,BUY,4149.22,1218.99999999996,0.0,False,0.0,35.64839,TimeExit,-94.00000000005093,27,TimeExit,-94.00000000005093,27,0.0,False,0.0,13.70915,TimeExit,-94.00000000005093,27
51463,2025-10-22 11:00:00,SELL,4133.71,7592.000000000007,3674.61,True,11.4,40.28053,EMACross,2685.0000000000364,33,EMACross(FB),2685.0000000000364,33,3674.61,True,24.73,18.56109,EMACross(FB),2685.0000000000364,33
51524,2025-10-22 12:01:00,SELL,4089.36,6551.000000000022,3674.61,True,10.31,40.24712,StructBreak,-1074.0000000000236,7,StructBreak,-1074.0000000000236,7,3674.61,True,16.62,24.95602,StructBreak,-1074.0000000000236,7
51596,2025-10-22 13:13:00,BUY,4073.41,1728.00000000002,0.0,False,0.0,43.79284,TimeExit,-117.99999999998363,8,TimeExit,-117.99999999998363,8,0.0,False,0.0,20.79968,TimeExit,-117.99999999998363,8
51657,2025-10-22 14:14:00,SELL,4031.95,1673.0000000000018,3674.61,True,8.52,41.93913,TimeExit,-944.0000000000055,8,TimeExit,-944.0000000000055,8,3674.61,True,14.14,25.26806,TimeExit,-944.0000000000055,8
51718,2025-10-22 15:15:00,BUY,4039.21,4607.999999999993,0.0,False,0.0,40.36324,TimeExit,-780.9999999999945,8,TimeExit,-780.9999999999945,8,0.0,False,0.0,21.9098,TimeExit,-780.9999999999945,8
51779,2025-10-22 16:16:00,BUY,4062.23,2305.9999999999945,0.0,False,0.0,41.88948,TimeExit,-182.99999999999272,8,TimeExit,-182.99999999999272,8,0.0,False,0.0,22.43734,TimeExit,-182.99999999999272,8
51840,2025-10-22 17:17:00,SELL,4067.28,5605.000000000018,3674.61,True,8.68,45.23755,EMACross,3173.000000000002,52,EMACross(FB),3173.000000000002,52,3674.61,True,16.72,23.48892,EMACross(FB),3173.000000000002,52
51901,2025-10-22 18:18:00,BUY,4042.4,2171.0000000000036,0.0,False,0.0,43.49921,TimeExit,-940.0000000000091,8,TimeExit,-940.0000000000091,8,0.0,False,0.0,24.17146,TimeExit,-940.0000000000091,8
51969,2025-10-22 19:26:00,BUY,4041.62,3713.000000000011,0.0,False,0.0,43.14865,EMACross,928.9999999999964,40,EMACross(NoSR),928.9999999999964,40,0.0,False,0.0,20.23021,EMACross(NoSR),928.9999999999964,40
52047,2025-10-22 20:44:00,BUY,4054.94,5866.000000000031,0.0,False,0.0,40.96616,EMACross,2132.9999999999927,71,EMACross(NoSR),2132.9999999999927,71,0.0,False,0.0,18.48878,EMACross(NoSR),2132.9999999999927,71
52120,2025-10-22 21:57:00,SELL,4075.88,-5.999999999994543,3674.61,True,10.7,37.49201,EMACross,-253.99999999999636,3,EMACross(FB),-253.99999999999636,3,3674.61,True,29.64,13.53606,EMACross(FB),-253.99999999999636,3
52181,2025-10-22 22:58:00,SELL,4102.2,1381.999999999971,3674.61,True,11.42,37.43041,TimeExit,-86.99999999998909,9,TimeExit,-86.99999999998909,9,3674.61,True,32.25,13.25781,TimeExit,-86.99999999998909,9
52245,2025-10-23 01:03:00,BUY,4114.58,-1.9999999999527063,0.0,False,0.0,33.42142,TimeExit,-1517.0000000000073,8,TimeExit,-1517.0000000000073,8,0.0,False,0.0,13.48136,TimeExit,-1517.0000000000073,8
52306,2025-10-23 02:04:00,BUY,4101.54,-1.0000000000218279,0.0,False,0.0,32.17456,StructBreak,-694.0000000000055,3,StructBreak,-694.0000000000055,3,0.0,False,0.0,13.40818,StructBreak,-694.0000000000055,3
52380,2025-10-23 03:18:00,SELL,4084.29,1817.0000000000073,3674.61,True,12.82,31.95529,EMACross,132.99999999999272,28,EMACross(FB),132.99999999999272,28,3674.61,True,30.29,13.52322,EMACross(FB),132.99999999999272,28
52441,2025-10-23 04:19:00,SELL,4076.84,476.9999999999982,3674.61,True,13.18,30.50925,StructBreak,-686.9999999999891,2,StructBreak,-686.9999999999891,2,3674.61,True,30.74,13.08468,StructBreak,-686.9999999999891,2
52507,2025-10-23 05:25:00,BUY,4082.56,1804.0000000000418,0.0,False,0.0,28.20935,TimeExit,-94.00000000000546,9,TimeExit,-94.00000000000546,9,0.0,False,0.0,12.15607,TimeExit,-94.00000000000546,9
52568,2025-10-23 06:26:00,BUY,4099.89,10.999999999967258,0.0,False,0.0,27.4761,TimeExit,-914.0000000000327,8,TimeExit,-914.0000000000327,8,0.0,False,0.0,11.06633,TimeExit,-914.0000000000327,8
52629,2025-10-23 07:27:00,SELL,4082.33,26.99999999999818,3674.61,True,15.94,25.58462,TimeExit,-476.0000000000218,8,TimeExit,-476.0000000000218,8,3674.61,True,42.96,9.49079,TimeExit,-476.0000000000218,8
52690,2025-10-23 08:28:00,SELL,4088.41,23.999999999978172,3674.61,True,16.1,25.70667,StructBreak,-890.0000000000546,4,StructBreak,-890.0000000000546,4,3674.61,True,50.64,8.17062,StructBreak,-890.0000000000546,4
52756,2025-10-23 09:34:00,SELL,4121.23,2926.9999999999527,3674.61,True,17.23,25.91512,TimeExit,-139.00000000003274,10,TimeExit,-139.00000000003274,10,3674.61,True,37.33,11.9655,TimeExit,-139.00000000003274,10
52817,2025-10-23 10:35:00,SELL,4101.07,910.9999999999673,3674.61,True,16.2,26.3211,TimeExit,-472.00000000002547,8,TimeExit,-472.00000000002547,8,3674.61,True,33.51,12.72471,TimeExit,-472.00000000002547,8
52881,2025-10-23 11:39:00,SELL,4110.64,395.00000000007276,3674.61,True,16.7,26.10629,TimeExit,-119.99999999998181,8,TimeExit,-119.99999999998181,8,3674.61,True,35.96,12.12658,TimeExit,-119.99999999998181,8
52943,2025-10-23 12:41:00,SELL,4116.69,1491.9999999999163,3674.61,True,18.02,24.53212,TimeExit,-132.00000000006185,8,TimeExit,-132.00000000006185,8,3674.61,True,39.45,11.20597,TimeExit,-132.00000000006185,8
53006,2025-10-23 13:44:00,SELL,4110.27,1016.0000000000764,3674.61,True,17.84,24.4265,TimeExit,-179.99999999992724,16,TimeExit,-179.99999999992724,16,3674.61,True,37.8,11.5249,TimeExit,-179.99999999992724,16
53092,2025-10-23 15:10:00,SELL,4109.34,923.0000000000473,3674.61,True,18.29,23.77235,TimeExit,-567.0000000000073,20,TimeExit,-567.0000000000073,20,3674.61,True,40.75,10.66815,TimeExit,-567.0000000000073,20
53153,2025-10-23 16:11:00,BUY,4133.63,2102.9999999999745,0.0,False,0.0,23.94937,EMACross,638.0000000000109,65,EMACross(NoSR),638.0000000000109,65,0.0,False,0.0,11.4017,EMACross(NoSR),638.0000000000109,65
53214,2025-10-23 17:12:00,BUY,4150.13,163.0000000000109,0.0,False,0.0,23.23479,StructBreak,-1326.0000000000218,3,StructBreak,-1326.0000000000218,3,0.0,False,0.0,13.20422,StructBreak,-1326.0000000000218,3
53284,2025-10-23 18:22:00,SELL,4140.83,1546.0000000000036,3674.61,True,21.11,22.08615,TimeExit,-486.9999999999891,8,TimeExit,-486.9999999999891,8,3674.61,True,40.08,11.63236,TimeExit,-486.9999999999891,8
53345,2025-10-23 19:23:00,SELL,4136.73,1171.9999999999345,3674.61,True,20.79,22.23066,TimeExit,-531.00000000004,8,TimeExit,-531.00000000004,8,3674.61,True,44.68,10.34358,TimeExit,-531.00000000004,8
53406,2025-10-23 20:24:00,SELL,4127.07,205.99999999994907,3674.61,True,21.38,21.16257,TimeExit,-464.00000000003274,8,TimeExit,-464.00000000003274,8,3674.61,True,40.46,11.1826,TimeExit,-464.00000000003274,8
53467,2025-10-23 21:25:00,BUY,4140.77,270.9999999999127,0.0,False,0.0,19.70623,TimeExit,-194.00000000005093,8,TimeExit,-194.00000000005093,8,0.0,False,0.0,9.56329,TimeExit,-194.00000000005093,8
53528,2025-10-23 22:26:00,SELL,4131.34,2384.0000000000146,3674.61,True,22.85,19.98673,EMACross,1631.00000000004,74,EMACross(FB),1631.00000000004,74,3674.61,True,54.04,8.45129,EMACross(FB),1631.00000000004,74
53589,2025-10-23 23:27:00,SELL,4109.24,173.99999999997817,3674.61,True,21.98,19.7765,TimeExit,-290.00000000005457,8,TimeExit,-290.00000000005457,8,3674.61,True,51.94,8.3683,TimeExit,-290.00000000005457,8
53652,2025-10-24 01:31:00,SELL,4121.52,1548.0000000000473,3674.61,True,22.38,19.9663,EMACross,435.0000000000364,73,EMACross(FB),435.0000000000364,73,3674.61,True,46.88,9.53254,EMACross(FB),435.0000000000364,73
53713,2025-10-24 02:32:00,SELL,4106.48,37.999999999919964,3674.61,True,22.1,19.54279,TimeExit,-644.0000000000509,8,TimeExit,-644.0000000000509,8,3674.61,True,50.0,8.63664,TimeExit,-644.0000000000509,8
53791,2025-10-24 03:50:00,SELL,4129.39,1994.000000000051,3674.61,True,23.87,19.05042,TimeExit,-317.0000000000073,8,TimeExit,-317.0000000000073,8,3674.61,True,53.52,8.49742,TimeExit,-317.0000000000073,8
53852,2025-10-24 04:51:00,SELL,4115.74,819.9999999999818,3674.61,True,21.17,20.84103,TimeExit,-303.0000000000655,8,TimeExit,-303.0000000000655,8,3674.61,True,39.31,11.22061,TimeExit,-303.0000000000655,8
53916,2025-10-24 05:55:00,SELL,4113.18,1044.000000000051,3674.61,True,22.66,19.35289,TimeExit,-10.999999999967258,15,TimeExit,-10.999999999967258,15,3674.61,True,46.37,9.45819,TimeExit,-10.999999999967258,15
53977,2025-10-24 06:56:00,BUY,4122.16,135.00000000003638,0.0,False,0.0,18.90184,TimeExit,-305.0000000000182,8,TimeExit,-305.0000000000182,8,0.0,False,0.0,8.4543,TimeExit,-305.0000000000182,8
54038,2025-10-24 07:57:00,BUY,4111.85,611.9999999999891,0.0,False,0.0,19.12293,TimeExit,-3.999999999996362,27,TimeExit,-3.999999999996362,27,0.0,False,0.0,8.10431,TimeExit,-3.999999999996362,27
54101,2025-10-24 09:00:00,SELL,4102.76,3330.000000000018,3674.61,True,22.25,19.24176,EMACross,755.0000000000182,39,EMACross(FB),755.0000000000182,39,3674.61,True,41.96,10.2041,EMACross(FB),755.0000000000182,39
54188,2025-10-24 10:27:00,SELL,4088.54,4103.999999999996,3674.61,True,20.5,20.19619,TimeExit,-198.00000000000182,13,TimeExit,-198.00000000000182,13,3674.61,True,44.37,9.32852,TimeExit,-198.00000000000182,13
54249,2025-10-24 11:28:00,SELL,4055.3,489.00000000003274,3674.61,True,17.68,21.52736,TimeExit,-781.9999999999709,8,TimeExit,-781.9999999999709,8,3674.61,True,30.99,12.28392,TimeExit,-781.9999999999709,8
54321,2025-10-24 12:40:00,SELL,4066.44,2259.0000000000146,3674.61,True,18.46,21.22505,EMACross,-544.9999999999818,7,EMACross(FB),-544.9999999999818,7,3674.61,True,36.12,10.84886,EMACross(FB),-544.9999999999818,7
54382,2025-10-24 13:41:00,SELL,4059.86,1601.0000000000218,3674.61,True,18.62,20.68971,TimeExit,-19.99999999998181,28,TimeExit,-19.99999999998181,28,3674.61,True,35.34,10.90195,TimeExit,-19.99999999998181,28
54443,2025-10-24 14:42:00,SELL,4058.25,103.00000000002001,3674.61,True,18.43,20.81908,StructBreak,-403.00000000002,4,StructBreak,-403.00000000002,4,3674.61,True,38.19,10.04512,StructBreak,-403.00000000002,4
54504,2025-10-24 15:43:00,BUY,4085.36,4957.000000000016,0.0,False,0.0,22.4632,TimeExit,-687.0000000000346,8,TimeExit,-687.0000000000346,8,0.0,False,0.0,11.69243,TimeExit,-687.0000000000346,8
54565,2025-10-24 16:44:00,SELL,4105.43,739.0000000000327,3674.61,True,17.1,25.20144,TimeExit,-325.0,10,TimeExit,-325.0,10,3674.61,True,28.0,15.38789,TimeExit,-325.0,10
54634,2025-10-24 17:53:00,SELL,4114.75,139.00000000003274,3674.61,True,16.8,26.20125,TimeExit,-293.99999999996,8,TimeExit,-293.99999999996,8,3674.61,True,26.74,16.46117,TimeExit,-293.99999999996,8
54707,2025-10-24 19:06:00,BUY,4130.81,781.9999999999709,0.0,False,0.0,24.04583,TimeExit,-109.00000000001455,32,TimeExit,-109.00000000001455,32,0.0,False,0.0,13.24958,TimeExit,-109.00000000001455,32
54771,2025-10-24 20:10:00,SELL,4127.4,2544.999999999982,3674.61,True,18.38,24.63972,EMACross,1892.9999999999382,75,EMACross(FB),1892.9999999999382,75,3674.61,True,38.94,11.62849,EMACross(FB),1892.9999999999382,75
54832,2025-10-24 21:11:00,SELL,4103.29,665.9999999999854,3674.61,True,18.71,22.90642,TimeExit,-648.9999999999782,8,TimeExit,-648.9999999999782,8,3674.61,True,40.05,10.70352,TimeExit,-648.9999999999782,8
54893,2025-10-24 22:12:00,BUY,4114.41,250.0,0.0,False,0.0,21.86957,TimeExit,-57.999999999992724,8,TimeExit,-57.999999999992724,8,0.0,False,0.0,9.44279,TimeExit,-57.999999999992724,8
54954,2025-10-24 23:13:00,SELL,4099.08,3504.9999999999727,3674.61,True,19.94,21.28962,TimeExit,-181.9999999999709,8,TimeExit,-181.9999999999709,8,3674.61,True,51.62,8.22288,TimeExit,-181.9999999999709,8
55015,2025-10-27 00:16:00,SELL,4101.61,4343.99999999996,3674.61,True,17.08,24.99501,TimeExit,-40.00000000005457,9,TimeExit,-40.00000000005457,9,3674.61,True,30.72,13.89823,TimeExit,-40.00000000005457,9
