entry_idx,entry_dt,dir,entry_price,impulse_start,h1_atr,sr_target,sr_found,sr_dist_atr,oracle_pnl,oracle_bar,conv_exit_idx,conv_reason,conv_pnl,conv_bars,conv_efficiency,sr_exit_idx,sr_reason,sr_pnl,sr_bars,sr_efficiency,sro_exit_idx,sro_reason,sro_pnl,sro_bars,sro_efficiency
1050,2025-12-01 17:30:00,SELL,84854.7,85914.6,930.37537,83810.8,True,1.12,1043.8999999999942,15,1072,TimeExit,-11.19999999999709,22,-1.0728997030364165,1065,SR_TP,1043.8999999999942,15,100.0,1065.0,SR_TP,1043.8999999999942,15.0,100.0
1111,2025-12-01 18:31:00,BUY,84687.8,84029.7,994.93866,87338.0,True,2.66,860.5999999999913,109,1131,TimeExit,-7.5,20,-0.871485010457829,1131,TimeExit,-7.5,20,-0.871485010457829,1142.0,TimeExit,-85.69999999999709,31.0,-9.958168719497786
1177,2025-12-01 19:37:00,BUY,84999.0,84599.4,971.7735,87338.0,True,2.41,549.3999999999942,43,1195,TimeExit,-17.69999999999709,18,-3.2216963960679426,1195,TimeExit,-17.69999999999709,18,-3.2216963960679426,1209.0,TimeExit,-24.5,32.0,-4.459410265744496
1238,2025-12-01 20:38:00,SELL,85006.9,85548.4,954.6837,83810.8,True,1.25,415.5,55,1256,TimeExit,-13.80000000000291,18,-3.3212996389898697,1256,TimeExit,-13.80000000000291,18,-3.3212996389898697,1271.0,TimeExit,-37.5,33.0,-9.025270758122744
1305,2025-12-01 21:45:00,SELL,84757.5,85061.6,920.39254,83810.8,True,1.03,82.69999999999709,1,1311,TimeExit,-153.60000000000582,6,-185.73155985491078,1311,TimeExit,-153.60000000000582,6,-185.73155985491078,1320.0,StructBreak,-429.1999999999971,15.0,-518.9842805320583
1370,2025-12-01 22:50:00,BUY,85450.0,85160.7,908.32687,87338.0,True,2.08,1398.6000000000058,120,1376,TimeExit,-27.30000000000291,6,-1.9519519519521518,1376,TimeExit,-27.30000000000291,6,-1.9519519519521518,1627.0,SR_TP,1888.0,257.0,134.99213499213442
1433,2025-12-01 23:53:00,BUY,86421.9,86210.3,921.52329,87338.0,True,0.99,426.70000000001164,57,1459,TimeExit,-1.3999999999941792,26,-0.32809936723556155,1459,TimeExit,-1.3999999999941792,26,-0.32809936723556155,1463.0,TimeExit,0.0,30.0,0.0
1494,2025-12-02 00:54:00,BUY,86681.8,86276.1,874.98685,87338.0,True,0.75,133.89999999999418,37,1500,TimeExit,-15.5,6,-11.575802837939264,1500,TimeExit,-15.5,6,-11.575802837939264,1524.0,TimeExit,-5.900000000008731,30.0,-4.4062733383188855
1555,2025-12-02 01:55:00,SELL,86279.8,86675.5,835.24194,83810.8,True,2.96,109.80000000000291,26,1561,TimeExit,-44.89999999999418,6,-40.89253187613205,1561,TimeExit,-44.89999999999418,6,-40.89253187613205,1585.0,TimeExit,-79.80000000000291,30.0,-72.67759562841603
1616,2025-12-02 02:56:00,BUY,86507.4,86298.5,789.55634,87338.0,True,1.05,830.6000000000058,11,1643,EMACross,200.40000000000873,27,24.12713700939168,1627,SR_TP,830.6000000000058,11,100.0,1627.0,SR_TP,830.6000000000058,11.0,100.0
1677,2025-12-02 03:57:00,SELL,86403.7,86711.6,812.0955,83810.8,True,3.19,201.8000000000029,97,1683,TimeExit,-66.10000000000582,6,-32.7552031714593,1683,TimeExit,-66.10000000000582,6,-32.7552031714593,1696.0,StructBreak,-335.0,19.0,-166.00594648166262
1738,2025-12-02 04:58:00,SELL,86516.2,86836.2,782.62943,83810.8,True,3.46,314.3000000000029,36,1750,TimeExit,-28.5,12,-9.06776964683415,1750,TimeExit,-28.5,12,-9.06776964683415,1782.0,TimeExit,-90.80000000000291,44.0,-28.8895959274585
1799,2025-12-02 05:59:00,BUY,86964.9,86344.1,795.61217,87709.3,True,0.94,298.0,19,1832,TimeExit,-23.39999999999418,33,-7.852348993286637,1832,TimeExit,-23.39999999999418,33,-7.852348993286637,1832.0,TimeExit,-23.39999999999418,33.0,-7.852348993286637
1860,2025-12-02 07:00:00,SELL,86965.5,87035.3,681.42248,83810.8,True,4.63,157.1999999999971,6,1870,TimeExit,-12.80000000000291,10,-8.142493638678847,1870,TimeExit,-12.80000000000291,10,-8.142493638678847,1872.0,StructBreak,-119.69999999999709,12.0,-76.1450381679385
1921,2025-12-02 08:01:00,BUY,86973.2,86881.6,633.31281,87338.0,True,0.58,196.40000000000873,42,1925,EMACross,-84.39999999999418,4,-42.97352342158372,1925,EMACross(FB),-84.39999999999418,4,-42.97352342158372,1942.0,StructBreak,-100.59999999999127,21.0,-51.22199592667352
1984,2025-12-02 09:04:00,SELL,87014.0,87169.6,580.84444,83810.8,True,5.51,671.0,87,2017,TimeExit,-1.3000000000029104,33,-0.19374068554439797,2017,TimeExit,-1.3000000000029104,33,-0.19374068554439797,2017.0,TimeExit,-1.3000000000029104,33.0,-0.19374068554439797
2048,2025-12-02 10:08:00,SELL,86891.0,87059.2,596.69185,83810.8,True,5.16,548.0,23,2105,EMACross,231.3000000000029,57,42.20802919708082,2105,EMACross(FB),231.3000000000029,57,42.20802919708082,2125.0,TimeExit,-1.5,77.0,-0.2737226277372263
2109,2025-12-02 11:09:00,BUY,86692.7,86360.25,590.3596,87338.0,True,1.09,898.4000000000087,102,2115,TimeExit,-96.89999999999418,6,-10.785841495992123,2115,TimeExit,-96.89999999999418,6,-10.785841495992123,2140.0,TimeExit,-36.80000000000291,31.0,-4.096170970614709
2170,2025-12-02 12:10:00,BUY,86881.9,86641.1,623.72499,87338.0,True,0.73,717.8000000000029,105,2176,TimeExit,-20.39999999999418,6,-2.8420172750061434,2176,TimeExit,-20.39999999999418,6,-2.8420172750061434,2211.0,SR_TP,456.1000000000058,41.0,63.54137642797492
2232,2025-12-02 13:12:00,SELL,87056.3,87582.1,622.01499,83810.8,True,5.22,67.5,4,2238,TimeExit,-61.5,6,-91.11111111111111,2238,TimeExit,-61.5,6,-91.11111111111111,2262.0,TimeExit,-299.3000000000029,30.0,-443.4074074074117
