entry_idx,entry_dt,dir,entry_price,impulse_start,ma_match,oracle_pnl,oracle_bar,conv_exit_idx,conv_reason,conv_pnl,conv_bars,conv_efficiency,fr_exit_idx,fr_reason,fr_pnl,fr_bars,fr_efficiency,hyb_exit_idx,hyb_reason,hyb_pnl,hyb_bars,hyb_efficiency
79295,2026-02-19 03:00:00,SELL,154.759,154.828,MATCH,111.99999999999477,9,79312,EMACross,22.999999999996135,17,20.53571428571179,79372,TrailStop,-158.00000000001546,77,-141.07142857144896,79325,TimeExit+FR,-41.00000000002524,30,-36.607142857167105
79356,2026-02-19 04:01:00,BUY,154.975,154.892,MATCH,282.0000000000107,92,79368,TimeExit,0.0,12,0.0,79371,UnfavBreak,-42.00000000000159,15,-14.893617021276595,79371,H:UnfavBreak,-42.00000000000159,15,-14.893617021276595
79417,2026-02-19 05:02:00,BUY,154.987,154.852,MATCH,301.00000000001614,80,79428,TimeExit,-7.000000000005002,11,-2.3255813953503743,79434,TrailStop,-8.99999999998613,17,-2.990033222586594,79434,H:TrailStop,-8.99999999998613,17,-2.990033222586594
79480,2026-02-19 06:05:00,BUY,155.183,155.104,MATCH,156.0000000000059,120,79490,TimeExit,-9.999999999990905,10,-6.410256410250337,79498,TrailStop,61.00000000000705,18,39.102564102567136,79498,H:TrailStop,61.00000000000705,18,39.102564102567136
79557,2026-02-19 07:22:00,BUY,155.157,155.115,MATCH,181.99999999998795,43,79569,TimeExit,-28.00000000002001,12,-15.384615384627399,79569,UnfavBreak,-28.00000000002001,12,-15.384615384627399,79569,H:UnfavBreak,-28.00000000002001,12,-15.384615384627399
79618,2026-02-19 08:23:00,SELL,155.097,155.339,MATCH,231.99999999999932,101,79628,TimeExit,-10.99999999999568,10,-4.741379310342979,79694,TrailStop,28.999999999996362,76,12.499999999998469,79657,TimeExit+FR,-1.999999999981128,39,-0.8620689655091095
79679,2026-02-19 09:24:00,BUY,155.149,155.083,MATCH,40.99999999999682,10,79691,TimeExit,-14.000000000010004,12,-34.146341463441686,79693,UnfavBreak,-67.00000000000728,14,-163.4146341463719,79693,StructBreak+FR,-67.00000000000728,14,-163.4146341463719
79740,2026-02-19 10:25:00,SELL,154.932,155.02,MATCH,232.99999999997567,27,79777,EMACross,86.99999999998909,37,37.33905579399063,79752,TrailStop,92.99999999998931,12,39.91416309012833,79752,H:TrailStop,92.99999999998931,12,39.91416309012833
79801,2026-02-19 11:26:00,BUY,154.941,154.794,MATCH,27.999999999991587,2,79811,TimeExit,-57.00000000001637,10,-203.5714285715482,79851,TrailStop,-134.00000000001455,50,-478.5714285716243,79823,StructBreak+FR,-164.0000000000157,22,-585.7142857145177
79862,2026-02-19 12:27:00,BUY,154.84,154.764,MATCH,2.0000000000095497,1,79865,StructBreak,-79.00000000000773,3,-3949.999999981526,79934,FailSafe,-139.00000000001,72,-6949.999999967315,79865,StructBreak+FR,-79.00000000000773,3,-3949.999999981526
79924,2026-02-19 13:29:00,SELL,154.621,154.707,MATCH,88.00000000002228,34,79934,TimeExit,-79.99999999998408,10,-90.90909090904981,79933,UnfavBreak,-79.99999999998408,9,-90.90909090904981,79933,H:UnfavBreak,-79.99999999998408,9,-90.90909090904981
79985,2026-02-19 14:30:00,BUY,154.645,154.581,MATCH,632.9999999999814,120,80067,EMACross,170.99999999999227,82,27.014218009478245,80044,UnfavBreak,167.0000000000016,59,26.382306477094236,80044,H:UnfavBreak,167.0000000000016,59,26.382306477094236
80060,2026-02-19 15:45:00,BUY,155.025,154.812,MATCH,252.9999999999859,45,80065,StructBreak,-213.99999999999864,5,-84.58498023715832,80078,TrailStop,-76.99999999999818,18,-30.43478260869663,80065,StructBreak+FR,-213.99999999999864,5,-84.58498023715832
80121,2026-02-19 16:46:00,SELL,155.142,155.278,MATCH,288.99999999998727,118,80128,EMACross,-58.9999999999975,7,-20.415224913494846,80132,UnfavBreak,-94.99999999999886,11,-32.871972318340156,80132,H:UnfavBreak,-94.99999999999886,11,-32.871972318340156
80182,2026-02-19 17:47:00,SELL,154.986,155.135,MATCH,132.99999999998136,57,80192,TimeExit,-56.000000000011596,10,-42.105263157909356,80245,UnfavBreak,27.999999999991587,63,21.052631578943995,80245,H:UnfavBreak,27.999999999991587,63,21.052631578943995
80243,2026-02-19 18:48:00,SELL,154.942,154.952,MATCH,105.99999999999454,117,80245,StructBreak,-15.999999999991132,2,-15.094339622633921,80245,UnfavBreak,-15.999999999991132,2,-15.094339622633921,80245,StructBreak+FR,-15.999999999991132,2,-15.094339622633921
80304,2026-02-19 19:49:00,BUY,154.981,154.921,MATCH,143.00000000000068,112,80320,TimeExit,0.0,16,0.0,80316,TrailStop,20.000000000010232,12,13.986013986021073,80316,H:TrailStop,20.000000000010232,12,13.986013986021073
80365,2026-02-19 20:50:00,SELL,154.837,154.969,MATCH,12.999999999976808,3,80375,TimeExit,-30.000000000001137,10,-230.76923076965122,80390,FailSafe,-48.00000000000182,25,-369.2307692314419,80390,H:FailSafe,-48.00000000000182,25,-369.2307692314419
80426,2026-02-19 21:51:00,BUY,155.05,154.922,MATCH,67.99999999998363,49,80437,TimeExit,-11.000000000024102,11,-16.176470588274633,80489,UnfavBreak,6.000000000000227,63,8.823529411767165,80458,TimeExit+FR,-12.000000000000455,32,-17.64705882353433
80487,2026-02-19 22:52:00,BUY,155.067,155.065,MATCH,33.999999999991815,8,80488,StructBreak,-4.000000000019099,1,-11.764705882411947,80489,UnfavBreak,-10.99999999999568,2,-32.35294117646567,80488,StructBreak+FR,-4.000000000019099,1,-11.764705882411947
80548,2026-02-19 23:53:00,SELL,154.966,155.027,MATCH,108.00000000000409,58,80566,TimeExit,-33.999999999991815,18,-31.481481481472713,80583,FailSafe,82.99999999999841,35,76.85185185184747,80583,H:FailSafe,82.99999999999841,35,76.85185185184747
80610,2026-02-20 00:55:00,BUY,154.936,154.858,MATCH,294.9999999999875,100,80634,TimeExit,-6.000000000000227,24,-2.033898305084909,80698,UnfavBreak,170.99999999999227,88,57.966101694915096,80640,TimeExit+FR,-7.000000000005002,30,-2.3728813559339996
80671,2026-02-20 01:56:00,BUY,155.154,155.093,MATCH,155.00000000000114,108,80678,StructBreak,-66.0000000000025,7,-42.58064516129163,80698,UnfavBreak,-46.999999999997044,27,-30.322580645159157,80678,StructBreak+FR,-66.0000000000025,7,-42.58064516129163
80732,2026-02-20 02:57:00,SELL,155.047,155.212,MATCH,87.99999999999386,11,80745,TimeExit,-3.0000000000143245,13,-3.409090909107425,80789,TrailStop,-128.99999999999068,57,-146.59090909090872,80762,TimeExit+FR,-153.99999999999636,30,-175.00000000000807
80793,2026-02-20 03:58:00,SELL,155.131,155.309,MATCH,80.99999999998886,17,80803,TimeExit,-26.00000000001046,10,-32.098765432116096,80817,UnfavBreak,-36.000000000001364,24,-44.444444444452245,80817,H:UnfavBreak,-36.000000000001364,24,-44.444444444452245
80858,2026-02-20 05:03:00,BUY,155.186,155.142,MATCH,31.999999999982265,113,80863,EMACross,-25.000000000005684,5,-78.12500000006106,80903,UnfavBreak,-84.00000000000318,45,-262.5000000001554,80883,StructBreak+FR,-49.000000000006594,25,-153.12500000010547
80919,2026-02-20 06:04:00,SELL,155.097,155.156,MATCH,31.00000000000591,2,80935,TimeExit,-13.00000000000523,16,-41.93548387097661,80941,FailSafe,-13.999999999981583,22,-45.16129032251262,80941,H:FailSafe,-13.999999999981583,22,-45.16129032251262
80982,2026-02-20 07:07:00,BUY,155.216,155.135,MATCH,156.0000000000059,57,80998,TimeExit,-1.0000000000047748,16,-0.6410256410286775,81015,TrailStop,55.999999999983174,33,35.897435897423755,81015,H:TrailStop,55.999999999983174,33,35.897435897423755
81048,2026-02-20 08:13:00,SELL,155.231,155.372,MATCH,289.99999999999204,81,81084,EMACross,2.999999999985903,36,1.034482758615857,81115,TrailStop,170.99999999999227,67,58.965517241378265,81115,H:TrailStop,170.99999999999227,67,58.965517241378265
81109,2026-02-20 09:14:00,SELL,155.034,155.218,MATCH,92.99999999998931,20,81119,TimeExit,-1.0000000000047748,10,-1.075268817209559,81228,TrailStop,-463.99999999999864,119,-498.9247311828516,81139,TimeExit+FR,-40.000000000020464,30,-43.01075268819899
81170,2026-02-20 10:15:00,BUY,155.412,155.315,MATCH,224.99999999999432,47,81178,EMACross,-61.00000000000705,8,-27.111111111114926,81227,UnfavBreak,103.999999999985,57,46.22222222221672,81186,StructBreak+FR,-102.00000000000387,16,-45.33333333333619
81234,2026-02-20 11:19:00,SELL,155.519,155.637,MATCH,400.0000000000057,102,81295,EMACross,110.00000000001364,61,27.500000000003023,81284,TrailStop,150.00000000000568,50,37.50000000000089,81284,H:TrailStop,150.00000000000568,50,37.50000000000089
81304,2026-02-20 12:29:00,BUY,155.407,155.337,MATCH,10.99999999999568,1,81307,EMACross,-12.000000000000455,3,-109.09090909095607,81373,UnfavBreak,-203.00000000000296,69,-1845.4545454552972,81315,StructBreak+FR,-82.00000000002206,11,-745.4545454550387
81365,2026-02-20 13:30:00,BUY,155.216,155.193,MATCH,94.99999999999886,51,81378,StructBreak,-34.000000000020236,13,-35.789473684232256,81373,UnfavBreak,-12.000000000000455,8,-12.631578947369052,81373,H:UnfavBreak,-12.000000000000455,8,-12.631578947369052
81435,2026-02-20 14:40:00,SELL,155.222,155.311,MATCH,197.00000000000273,50,81445,TimeExit,-44.999999999987494,10,-22.842639593901964,81463,TrailStop,27.000000000015234,28,13.705583756352722,81463,H:TrailStop,27.000000000015234,28,13.705583756352722
81496,2026-02-20 15:41:00,BUY,155.401,155.025,MATCH,129.99999999999545,29,81511,TimeExit,-1.0000000000047748,15,-0.7692307692344691,81562,UnfavBreak,-18.000000000000682,66,-13.846153846154854,81539,TimeExit+FR,0.0,43,0.0
81570,2026-02-20 16:55:00,SELL,155.368,155.464,MATCH,661.0000000000014,78,81580,TimeExit,-85.00000000000796,10,-12.859304084721298,81591,TrailStop,423.0000000000018,21,63.99394856278381,81591,H:TrailStop,423.0000000000018,21,63.99394856278381
81640,2026-02-20 18:05:00,SELL,154.832,154.998,MATCH,125.0,8,81652,TimeExit,-45.000000000015916,12,-36.00000000001273,81657,UnfavBreak,-90.00000000000341,17,-72.00000000000273,81657,H:UnfavBreak,-90.00000000000341,17,-72.00000000000273
81701,2026-02-20 19:06:00,SELL,154.969,155.065,MATCH,162.00000000000614,92,81705,StructBreak,-106.99999999999932,4,-66.04938271604645,81705,UnfavBreak,-106.99999999999932,4,-66.04938271604645,81705,StructBreak+FR,-106.99999999999932,4,-66.04938271604645
81762,2026-02-20 20:07:00,SELL,154.99,155.104,MATCH,183.00000000002115,31,81771,EMACross,-61.9999999999834,9,-33.87978142075204,81887,FailSafe,-94.99999999999886,125,-51.91256830600432,81813,TimeExit+FR,-26.999999999986812,51,-14.754098360646825
81823,2026-02-20 21:08:00,BUY,155.029,154.867,MATCH,152.9999999999916,38,81834,TimeExit,-20.000000000010232,11,-13.071895424844007,81887,FailSafe,56.000000000011596,64,36.601307189552074,81887,H:FailSafe,56.000000000011596,64,36.601307189552074
81884,2026-02-20 22:09:00,SELL,155.09,155.16,MATCH,247.99999999999045,109,81937,EMACross,60.000000000002274,53,24.193548387098623,81931,TrailStop,94.99999999999886,47,38.30645161290424,81931,H:TrailStop,94.99999999999886,47,38.30645161290424
81945,2026-02-20 23:10:00,SELL,154.98,155.072,MATCH,247.99999999999045,120,81956,TimeExit,-3.0000000000143245,11,-1.2096774193606612,82067,TrailStop,248.99999999999523,122,100.40322580645355,81975,TimeExit+FR,-22.999999999996135,30,-9.274193548385895
82006,2026-02-23 00:15:00,SELL,154.879,155.065,MATCH,609.9999999999852,111,82042,EMACross,1.999999999981128,36,0.32786885245593056,82067,TrailStop,147.99999999999613,61,24.262295081967167,82043,TimeExit+FR,-2.0000000000095497,37,-0.3278688524605899
82067,2026-02-23 01:16:00,SELL,154.731,154.937,MATCH,739.0000000000043,115,82129,EMACross,265.99999999999113,62,35.99458728010684,82149,TrailStop,567.0000000000073,82,76.72530446549445,82149,H:TrailStop,567.0000000000073,82,76.72530446549445
82130,2026-02-23 02:19:00,BUY,154.442,154.269,MATCH,15.999999999991132,1,82136,EMACross,-109.00000000000887,6,-681.250000000433,82141,UnfavBreak,-242.00000000001864,11,-1512.5000000009547,82141,StructBreak+FR,-242.00000000001864,11,-1512.5000000009547
82194,2026-02-23 03:23:00,BUY,154.118,153.992,MATCH,301.00000000001614,118,82218,TimeExit,-4.9999999999954525,24,-1.6611295681047122,82237,FailSafe,54.000000000002046,43,17.94019933554789,82237,H:FailSafe,54.000000000002046,43,17.94019933554789
82264,2026-02-23 04:33:00,BUY,154.194,154.067,MATCH,230.0000000000182,56,82333,EMACross,143.00000000000068,69,62.17391304347364,82295,TrailStop,73.0000000000075,31,31.739130434783362,82295,H:TrailStop,73.0000000000075,31,31.739130434783362
82334,2026-02-23 05:43:00,SELL,154.346,154.424,MATCH,128.99999999999068,23,82367,EMACross,46.999999999997044,33,36.434108527132125,82381,FailSafe,64.99999999999773,47,50.387596899226686,82381,H:FailSafe,64.99999999999773,47,50.387596899226686
82395,2026-02-23 06:44:00,BUY,154.396,154.261,MATCH,93.00000000001774,76,82406,TimeExit,-25.999999999982037,11,-27.956989247287183,82419,TrailStop,59.00000000002592,24,63.44086021506954,82419,H:TrailStop,59.00000000002592,24,63.44086021506954
82456,2026-02-23 07:45:00,SELL,154.431,154.474,MATCH,212.0000000000175,44,82470,TimeExit,-1.999999999981128,14,-0.9433962264061145,82471,UnfavBreak,-24.00000000000091,15,-11.320754716980625,82471,H:UnfavBreak,-24.00000000000091,15,-11.320754716980625
82517,2026-02-23 08:46:00,BUY,154.323,154.219,MATCH,401.9999999999868,120,82574,EMACross,194.99999999999318,57,48.50746268656706,82573,UnfavBreak,185.00000000000227,56,46.01990049751451,82573,H:UnfavBreak,185.00000000000227,56,46.01990049751451
82578,2026-02-23 09:47:00,SELL,154.476,154.597,MATCH,26.999999999986812,3,82588,TimeExit,-15.999999999991132,10,-59.25925925925536,82656,TrailStop,-193.00000000001205,78,-714.8148148152086,82594,StructBreak+FR,-122.0000000000141,16,-451.85185185212475
82639,2026-02-23 10:48:00,BUY,154.738,154.611,MATCH,149.0000000000009,104,82649,TimeExit,-32.00000000001069,10,-21.476510067121136,82655,UnfavBreak,-74.00000000001228,16,-49.66442953020928,82655,H:UnfavBreak,-74.00000000001228,16,-49.66442953020928
82700,2026-02-23 11:49:00,BUY,154.77,154.704,MATCH,170.99999999999227,105,82715,TimeExit,-1.0000000000047748,15,-0.5847953216402456,82717,UnfavBreak,-20.000000000010232,17,-11.69590643275505,82717,H:UnfavBreak,-20.000000000010232,17,-11.69590643275505
82762,2026-02-23 12:51:00,SELL,154.809,154.887,MATCH,58.9999999999975,12,82783,TimeExit,-10.99999999999568,21,-18.64406779660364,82800,UnfavBreak,-76.99999999999818,38,-130.50847457627364,82792,TimeExit+FR,-2.0000000000095497,30,-3.3898305084909057
82823,2026-02-23 13:52:00,BUY,154.892,154.882,MATCH,146.000000000015,35,82848,TimeExit,-8.000000000009777,25,-5.479452054800654,82833,TrailStop,60.000000000002274,10,41.09589041095624,82833,H:TrailStop,60.000000000002274,10,41.09589041095624
82884,2026-02-23 14:53:00,SELL,154.877,154.987,MATCH,318.00000000001205,119,82895,TimeExit,-10.99999999999568,11,-3.459119496853856,82960,FailSafe,271.000000000015,76,85.22012578616501,82960,H:FailSafe,271.000000000015,76,85.22012578616501
82946,2026-02-23 15:55:00,BUY,154.665,154.561,MATCH,155.00000000000114,36,82956,TimeExit,-22.999999999996135,10,-14.838709677416754,82969,FailSafe,-44.999999999987494,23,-29.03225806450785,82969,H:FailSafe,-44.999999999987494,23,-29.03225806450785
83007,2026-02-23 16:56:00,SELL,154.58,154.706,MATCH,311.00000000000705,105,83046,EMACross,82.00000000002206,39,26.36655948553704,83045,UnfavBreak,77.0000000000266,38,24.758842443737898,83045,H:UnfavBreak,77.0000000000266,38,24.758842443737898
83068,2026-02-23 17:57:00,SELL,154.405,154.52,MATCH,189.99999999999773,71,83078,TimeExit,-42.00000000000159,10,-22.105263157895838,83093,TrailStop,6.000000000000227,25,3.157894736842263,83093,H:TrailStop,6.000000000000227,25,3.157894736842263
83131,2026-02-23 19:00:00,SELL,154.277,154.344,MATCH,61.9999999999834,8,83144,TimeExit,0.0,13,0.0,83138,TrailStop,32.99999999998704,7,53.22580645160625,83138,H:TrailStop,32.99999999998704,7,53.22580645160625
83192,2026-02-23 20:01:00,BUY,154.399,154.351,MATCH,262.00000000000045,104,83237,EMACross,120.00000000000455,45,45.80152671755891,83242,UnfavBreak,111.99999999999477,50,42.748091603051364,83242,H:UnfavBreak,111.99999999999477,50,42.748091603051364
83262,2026-02-23 21:11:00,SELL,154.486,154.542,MATCH,8.99999999998613,3,83272,TimeExit,-28.00000000002001,10,-311.1111111118129,83282,UnfavBreak,-63.0000000000166,20,-700.0000000012632,83282,StructBreak+FR,-63.0000000000166,20,-700.0000000012632
83331,2026-02-23 22:20:00,BUY,154.648,154.599,MATCH,110.99999999999,70,83410,EMACross,68.00000000001205,79,61.261261261277646,83363,TrailStop,46.999999999997044,32,42.3423423423435,83363,H:TrailStop,46.999999999997044,32,42.3423423423435
83392,2026-02-23 23:21:00,BUY,154.745,154.668,MATCH,13.999999999981583,9,83403,TimeExit,-4.9999999999954525,11,-35.71428571430022,83409,UnfavBreak,-49.000000000006594,17,-350.00000000050755,83409,H:UnfavBreak,-49.000000000006594,17,-350.00000000050755
83453,2026-02-24 00:23:00,SELL,154.586,154.61,MATCH,66.0000000000025,79,83463,TimeExit,-3.9999999999906777,10,-6.060606060591707,83480,FailSafe,13.00000000000523,27,19.696969696976872,83480,H:FailSafe,13.00000000000523,27,19.696969696976872
83514,2026-02-24 01:24:00,BUY,154.638,154.543,MATCH,466.0000000000082,119,83528,TimeExit,-24.00000000000091,14,-5.150214592274783,83532,UnfavBreak,-103.00000000000864,18,-22.103004291846958,83532,StructBreak+FR,-103.00000000000864,18,-22.103004291846958
83575,2026-02-24 02:25:00,BUY,154.768,154.704,MATCH,361.99999999999477,62,83585,TimeExit,-20.999999999986585,10,-5.801104972372069,83596,FailSafe,-15.999999999991132,21,-4.4198895027600456,83596,H:FailSafe,-15.999999999991132,21,-4.4198895027600456
83636,2026-02-24 03:26:00,BUY,155.118,154.902,MATCH,12.000000000000455,1,83646,TimeExit,-72.00000000000273,10,-600.0,83685,TrailStop,-93.99999999999409,49,-783.3333333332544,83666,TimeExit+FR,-121.99999999998568,30,-1016.6666666665087
