entry_idx,entry_dt,dir,entry_price,impulse_start,ma_match,oracle_pnl,oracle_bar,conv_exit_idx,conv_reason,conv_pnl,conv_bars,conv_efficiency,fr_exit_idx,fr_reason,fr_pnl,fr_bars,fr_efficiency,hyb_exit_idx,hyb_reason,hyb_pnl,hyb_bars,hyb_efficiency
10923,2025-12-08 14:33:00,BUY,91876.9,91758.6,MATCH,231.3000000000029,38,10924,StructBreak,-137.6999999999971,1,-59.53307392995908,10962.0,TrailStop,101.30000000000291,39.0,43.79593601383555,10953.0,TimeExit+FR,-96.09999999999127,30.0,-41.54777345438394
10984,2025-12-08 15:34:00,SELL,91611.4,91957.9,MATCH,1914.5999999999913,112,10994,TimeExit,-34.90000000000873,10,-1.822835056931416,11033.0,TrailStop,254.89999999999418,49.0,13.313485845607195,11033.0,H:TrailStop,254.89999999999418,49.0,13.313485845607195
11048,2025-12-08 16:38:00,SELL,90883.4,91766.9,MATCH,1287.199999999997,66,11054,TimeExit,-624.3000000000029,6,-48.50062150404011,11231.0,TrailStop,1105.2999999999884,183.0,85.8685518955866,11231.0,H:TrailStop,1105.2999999999884,183.0,85.8685518955866
11109,2025-12-08 17:39:00,SELL,89773.6,90508.8,MATCH,177.40000000000873,5,11117,TimeExit,-32.39999999999418,8,-18.26381059751555,11231.0,TrailStop,-4.5,122.0,-2.5366403607665045,11139.0,TimeExit+FR,-233.89999999999418,30.0,-131.84892897406013
11170,2025-12-08 18:40:00,BUY,90392.4,90062.6,MATCH,110.60000000000582,102,11176,TimeExit,-196.39999999999418,6,-177.576853526206,11230.0,UnfavBreak,-607.0,60.0,-548.8245931283617,11200.0,TimeExit+FR,-325.8999999999942,30.0,-294.66546112113656
11231,2025-12-08 19:41:00,SELL,89778.1,90092.1,MATCH,69.30000000000291,77,11237,TimeExit,-94.5,6,-136.36363636363063,11342.0,UnfavBreak,-478.6999999999971,111.0,-690.7647907647575,11261.0,TimeExit+FR,-572.1999999999971,30.0,-825.6854256853868
11292,2025-12-08 20:42:00,SELL,90262.1,90503.0,MISMATCH,553.3000000000029,16,11294,EMACross,-146.89999999999418,2,-26.549792156152797,11342.0,UnfavBreak,5.30000000000291,50.0,0.957889029460127,11294.0,H:EMACross,-146.89999999999418,2.0,-26.549792156152797
11362,2025-12-08 21:52:00,BUY,90256.9,90040.1,MATCH,1075.9000000000087,118,11368,TimeExit,-205.29999999998836,6,-19.08169904266072,11379.0,TrailStop,133.60000000000582,17.0,12.417510921089761,11379.0,H:TrailStop,133.60000000000582,17.0,12.417510921089761
11423,2025-12-08 22:53:00,BUY,90893.3,90358.3,MATCH,468.5,65,11429,TimeExit,-116.60000000000582,6,-24.88794023479313,11460.0,TrailStop,159.09999999999127,37.0,33.959445037351394,11453.0,TimeExit+FR,-70.69999999999709,30.0,-15.090715048024991
11484,2025-12-08 23:54:00,BUY,91292.5,91049.2,MATCH,69.30000000000291,4,11491,TimeExit,-28.19999999999709,7,-40.69264069263478,11526.0,UnfavBreak,-481.8000000000029,42.0,-695.2380952380702,11514.0,TimeExit+FR,-369.6000000000058,30.0,-533.3333333333194
11545,2025-12-09 00:55:00,SELL,90782.8,90933.7,MATCH,439.8000000000029,119,11551,TimeExit,-81.19999999999709,6,-18.462937698953287,11557.0,UnfavBreak,-181.39999999999418,12.0,-41.246020918597765,11557.0,H:UnfavBreak,-181.39999999999418,12.0,-41.246020918597765
11606,2025-12-09 01:56:00,SELL,90578.3,90708.0,MATCH,632.5,117,11612,TimeExit,-113.80000000000291,6,-17.99209486166054,11687.0,UnfavBreak,14.400000000008731,81.0,2.2766798418986136,11636.0,TimeExit+FR,-121.69999999999709,30.0,-19.241106719367128
11667,2025-12-09 02:57:00,SELL,90409.2,90551.4,MATCH,463.3999999999942,56,11675,TimeExit,-46.60000000000582,8,-10.05610703496038,11687.0,UnfavBreak,-154.6999999999971,20.0,-33.38368580060402,11687.0,H:UnfavBreak,-154.6999999999971,20.0,-33.38368580060402
