entry_idx,entry_dt,dir,entry_price,impulse_start,h1_atr,sr_target,sr_found,sr_dist_atr,oracle_pnl,oracle_bar,conv_exit_idx,conv_reason,conv_pnl,conv_bars,conv_efficiency,sr_exit_idx,sr_reason,sr_pnl,sr_bars,sr_efficiency,sro_exit_idx,sro_reason,sro_pnl,sro_bars,sro_efficiency
656,2025-09-01 11:56:00,SELL,3476.84,3479.18,11.60364,3468.27,True,0.74,1050.0,65,730,EMACross,367.0000000000073,74,34.952380952381645,714,SR_TP,857.0000000000164,58,81.61904761904918,714.0,SR_TP,857.0000000000164,58.0,81.61904761904918
717,2025-09-01 12:57:00,SELL,3469.15,3470.68,11.37116,0.0,False,0.0,280.99999999999454,4,727,TimeExit,-48.00000000000182,10,-17.081850533808808,727,TimeExit,-48.00000000000182,10,-17.081850533808808,729.0,StructBreak,-233.99999999996908,12.0,-83.27402135230379
812,2025-09-01 14:32:00,BUY,3471.35,3469.64,10.20109,3489.78,True,1.81,738.9999999999873,120,821,TimeExit,0.0,9,0.0,821,TimeExit,0.0,9,0.0,828.0,StructBreak,-261.00000000001273,16.0,-35.317997293642385
885,2025-09-01 15:45:00,BUY,3469.84,3467.2,9.46228,3489.78,True,2.11,1146.99999999998,97,897,TimeExit,-12.00000000003456,12,-1.0462074978234326,897,TimeExit,-12.00000000003456,12,-1.0462074978234326,,DataEnd,,,
958,2025-09-01 16:58:00,SELL,3476.05,3479.11,9.57798,3468.27,True,0.81,272.00000000002547,114,971,TimeExit,-53.99999999999636,13,-19.852941176467393,971,TimeExit,-53.99999999999636,13,-19.852941176467393,979.0,StructBreak,-317.99999999998363,21.0,-116.9117647058654
1019,2025-09-01 17:59:00,SELL,3475.65,3477.3,9.33958,3468.27,True,0.79,336.9999999999891,69,1023,EMACross,-130.99999999999454,4,-38.8724035608305,1023,EMACross(FB),-130.99999999999454,4,-38.8724035608305,1031.0,StructBreak,-227.99999999997453,12.0,-67.655786350143
1080,2025-09-01 19:00:00,SELL,3473.65,3476.33,8.41337,3468.27,True,0.64,136.9999999999891,8,1093,TimeExit,-9.999999999990905,13,-7.299270072986644,1093,TimeExit,-9.999999999990905,13,-7.299270072986644,1110.0,TimeExit,-13.000000000010914,30.0,-9.489051094899233
1141,2025-09-01 20:01:00,BUY,3477.4,3475.65,7.66359,3489.78,True,1.62,228.99999999999636,92,1149,TimeExit,-24.000000000023647,8,-10.480349344988658,1149,TimeExit,-24.000000000023647,8,-10.480349344988658,1201.0,TimeExit,-67.00000000000728,60.0,-29.257641921401024
1202,2025-09-01 21:02:00,SELL,3476.82,3478.21,6.88844,3468.27,True,1.24,271.00000000000364,85,1218,TimeExit,-33.99999999996908,16,-12.546125461243033,1218,TimeExit,-33.99999999996908,16,-12.546125461243033,1232.0,TimeExit,-113.99999999998727,30.0,-42.06642066420138
1263,2025-09-02 01:37:00,BUY,3478.23,3476.37,6.69399,3489.78,True,1.73,678.00000000002,120,1271,TimeExit,-25.0,8,-3.68731563421818,1271,TimeExit,-25.0,8,-3.68731563421818,1277.0,StructBreak,-194.00000000000546,14.0,-28.613569321533884
1324,2025-09-02 02:38:00,BUY,3478.93,3476.77,6.77479,3489.78,True,1.6,2047.0000000000255,119,1389,EMACross,44.00000000000546,65,2.149487054225936,1389,EMACross(FB),44.00000000000546,65,2.149487054225936,1395.0,TimeExit,-6.999999999970896,71.0,-0.34196384953448017
1385,2025-09-02 03:39:00,BUY,3482.19,3480.97,6.78215,3489.78,True,1.12,2644.0000000000055,68,1387,StructBreak,-190.99999999998545,2,-7.223903177003973,1387,StructBreak,-190.99999999998545,2,-7.223903177003973,1387.0,StructBreak,-190.99999999998545,2.0,-7.223903177003973
1446,2025-09-02 04:40:00,BUY,3499.6,3492.7,10.11386,3509.6800000000003,True,1.0,903.00000000002,7,1454,TimeExit,-31.999999999970896,8,-3.543743078623498,1454,TimeExit,-31.999999999970896,8,-3.543743078623498,1456.0,StructBreak,-875.0,10.0,-96.8992248061994
1509,2025-09-02 05:43:00,BUY,3496.56,3491.38,10.02135,3509.6800000000003,True,1.31,173.00000000000182,1,1517,TimeExit,-100.99999999997635,8,-58.38150289015913,1517,TimeExit,-100.99999999997635,8,-58.38150289015913,1539.0,TimeExit,-180.99999999999454,30.0,-104.62427745664316
1577,2025-09-02 06:51:00,BUY,3494.54,3489.92,9.5305,3509.6800000000003,True,1.59,382.9999999999927,56,1587,TimeExit,-1.999999999998181,10,-0.5221932114877856,1587,TimeExit,-1.999999999998181,10,-0.5221932114877856,1607.0,TimeExit,-5.00000000001819,30.0,-1.3054830287254007
1638,2025-09-02 07:52:00,BUY,3496.32,3494.66,8.9411,3509.6800000000003,True,1.49,153.99999999999636,8,1647,TimeExit,-93.0000000000291,9,-60.38961038963071,1647,TimeExit,-93.0000000000291,9,-60.38961038963071,1668.0,TimeExit,-116.00000000003092,30.0,-75.32467532469718
1699,2025-09-02 08:53:00,BUY,3495.04,3493.49,8.53429,3509.6800000000003,True,1.72,69.00000000000546,8,1701,EMACross,-36.999999999989086,2,-53.62318840577704,1701,EMACross(FB),-36.999999999989086,2,-53.62318840577704,1704.0,StructBreak,-177.99999999997453,5.0,-257.9710144926963
1760,2025-09-02 09:54:00,SELL,3484.03,3490.31,9.07505,3468.27,True,1.74,1383.0000000000382,72,1768,TimeExit,-259.9999999999909,8,-18.79971077367923,1768,TimeExit,-259.9999999999909,8,-18.79971077367923,1809.0,TimeExit,-85.99999999996726,49.0,-6.2183658712917484
1821,2025-09-02 10:55:00,SELL,3474.69,3485.96,10.00771,3468.27,True,0.64,449.00000000002365,11,1837,TimeExit,-53.99999999999636,16,-12.026726057905016,1837,TimeExit,-53.99999999999636,16,-12.026726057905016,1851.0,TimeExit,-253.99999999999636,30.0,-56.570155902000664
1884,2025-09-02 11:58:00,SELL,3477.04,3481.32,10.15601,3468.27,True,0.86,138.0000000000109,66,1890,EMACross,-101.00000000002183,6,-73.18840579711147,1890,EMACross(FB),-101.00000000002183,6,-73.18840579711147,1914.0,TimeExit,-286.9999999999891,30.0,-207.97101449272927
1947,2025-09-02 13:01:00,SELL,3476.45,3479.5,9.4859,3468.27,True,0.86,78.99999999999636,3,1954,StructBreak,-325.0,7,-411.3924050633101,1954,StructBreak,-325.0,7,-411.3924050633101,1954.0,StructBreak,-325.0,7.0,-411.3924050633101
2008,2025-09-02 14:02:00,BUY,3485.31,3482.46,9.75311,3509.6800000000003,True,2.5,876.9999999999982,62,2016,TimeExit,-69.00000000000546,8,-7.867730900798814,2016,TimeExit,-69.00000000000546,8,-7.867730900798814,2024.0,StructBreak,-304.9999999999727,16.0,-34.77765108323527
2069,2025-09-02 15:03:00,BUY,3493.67,3483.32,11.08469,3509.6800000000003,True,1.44,40.99999999998545,1,2077,TimeExit,-411.00000000001273,8,-1002.4390243906307,2077,TimeExit,-411.00000000001273,8,-1002.4390243906307,2084.0,StructBreak,-1044.0000000000055,15.0,-2546.341463415551
2130,2025-09-02 16:04:00,BUY,3481.18,3476.39,11.64407,3489.78,True,0.74,3288.000000000011,103,2134,EMACross,-229.99999999997272,4,-6.995133819950484,2134,EMACross(FB),-229.99999999997272,4,-6.995133819950484,2170.0,SR_TP,860.0000000000364,40.0,26.155717761558194
2191,2025-09-02 17:05:00,BUY,3490.18,3482.98,13.59419,3509.6800000000003,True,1.43,3191.000000000031,120,2369,EMACross,3223.000000000002,178,101.00282043246538,2230,SR_TP,1950.0000000000455,39,61.109370103416694,2230.0,SR_TP,1950.0000000000455,39.0,61.109370103416694
2252,2025-09-02 18:06:00,BUY,3514.65,3507.94,13.23897,3545.79,True,2.35,1403.9999999999964,92,2260,TimeExit,-303.00000000002,8,-21.58119658119806,2260,TimeExit,-303.00000000002,8,-21.58119658119806,2282.0,TimeExit,-216.00000000003092,30.0,-15.384615384617629
2313,2025-09-02 19:07:00,BUY,3521.55,3515.83,12.8831,3545.79,True,1.88,855.9999999999945,83,2326,TimeExit,-62.00000000003456,13,-7.242990654209692,2326,TimeExit,-62.00000000003456,13,-7.242990654209692,2750.0,SR_TP,2423.999999999978,437.0,283.17757009345723
2374,2025-09-02 20:08:00,SELL,3523.97,3528.65,12.26002,3509.6800000000003,True,1.17,23.00000000000182,1,2381,EMACross,-356.00000000004,7,-1547.8260869565734,2381,EMACross(FB),-356.00000000004,7,-1547.8260869565734,2396.0,StructBreak,-526.0000000000218,22.0,-2286.9565217390445
2435,2025-09-02 21:09:00,BUY,3529.37,3526.72,11.53469,3545.79,True,1.42,1063.000000000011,97,2443,TimeExit,-50.99999999997635,8,-4.797742238944104,2443,TimeExit,-50.99999999997635,8,-4.797742238944104,2470.0,TimeExit,-21.000000000003638,35.0,-1.9755409219194189
2496,2025-09-02 22:10:00,BUY,3534.63,3525.17,11.55273,3545.79,True,0.97,536.9999999999891,36,2539,TimeExit,-49.00000000002365,43,-9.124767225330475,2539,TimeExit,-49.00000000002365,43,-9.124767225330475,2539.0,TimeExit,-49.00000000002365,43.0,-9.124767225330475
2557,2025-09-02 23:11:00,SELL,3536.91,3539.14,10.6137,3509.6800000000003,True,2.57,894.0000000000055,120,2581,EMACross,48.99999999997817,24,5.4809843400422675,2581,EMACross(FB),48.99999999997817,24,5.4809843400422675,2747.0,TimeExit,-137.00000000003456,190.0,-15.32438478747581
2618,2025-09-03 01:13:00,SELL,3532.43,3534.95,10.02254,3509.6800000000003,True,2.27,652.9999999999745,91,2626,TimeExit,-80.99999999999454,8,-12.40428790199046,2626,TimeExit,-80.99999999999454,8,-12.40428790199046,2719.0,TimeExit,-23.00000000000182,101.0,-3.5222052067385476
2681,2025-09-03 02:16:00,SELL,3528.74,3530.1,9.64753,3509.6800000000003,True,1.98,283.9999999999691,28,2715,StructBreak,-149.00000000002365,34,-52.46478873240841,2715,StructBreak,-149.00000000002365,34,-52.46478873240841,2715.0,StructBreak,-149.00000000002365,34.0,-52.46478873240841
2744,2025-09-03 03:19:00,BUY,3534.22,3528.03,10.86786,3545.79,True,1.06,1261.0000000000127,6,2784,EMACross,182.00000000001637,40,14.432989690722803,2750,SR_TP,1157.0000000000164,6,91.752577319588,2750.0,SR_TP,1157.0000000000164,6.0,91.752577319588
2806,2025-09-03 04:21:00,SELL,3535.58,3541.72,10.74148,3509.6800000000003,True,2.41,563.0000000000109,114,2814,TimeExit,-163.0000000000109,8,-28.9520426287758,2814,TimeExit,-163.0000000000109,8,-28.9520426287758,2836.0,TimeExit,-142.00000000000728,30.0,-25.222024866785887
2867,2025-09-03 05:22:00,BUY,3542.2,3539.24,11.28128,3558.72,True,1.46,88.00000000001091,5,2875,TimeExit,-167.99999999998363,8,-190.90909090904864,2875,TimeExit,-167.99999999998363,8,-190.90909090904864,2877.0,StructBreak,-452.99999999997453,10.0,-514.7727272726345
2948,2025-09-03 06:43:00,SELL,3530.41,3533.41,10.32778,3509.6800000000003,True,2.01,27.999999999974534,1,2953,EMACross,-195.00000000002728,5,-696.4285714293022,2953,EMACross(FB),-195.00000000002728,5,-696.4285714293022,2978.0,TimeExit,-141.00000000003092,30.0,-503.571428571997
