entry_time,direction,entry_price,original_sl,sl,tp,sr_level,exit_time,exit_price,exit_reason,pnl_pips,rr_achieved,confirm_pattern,breakeven_triggered
2025-12-04 13:20:00,short,154.583,154.63,154.63,154.489,154.6535,2025-12-04 13:50:00,154.63,SL,-46.999999999997044,-1.0,PinBar,False
2025-12-19 12:05:00,long,157.186,157.121,157.186,157.316,157.09997835296423,2025-12-19 12:30:00,157.316,TP,129.99999999999545,2.0,PinBar,True
2025-12-19 13:30:00,long,157.311,157.257,157.257,157.419,157.303625,2025-12-19 13:45:00,157.257,SL,-54.000000000002046,-1.0,KeyReversal,False
2025-12-19 19:30:00,long,157.531,157.491,157.491,157.611,157.520375,2025-12-19 19:35:00,157.491,SL,-39.99999999999204,-1.0,PinBar,False
2026-01-09 16:25:00,long,157.93,157.794,157.93,158.202,157.735,2026-01-09 17:40:00,157.93,BE,0.0,0.0,Engulfing,True
2026-01-09 18:20:00,long,158.051,157.954,157.954,158.24499999999995,157.9225,2026-01-09 20:20:00,157.954,SL,-96.99999999997999,-1.0,Engulfing,False
2026-01-13 11:00:00,long,158.932,158.887,158.932,159.02199999999996,158.88049999999998,2026-01-13 11:15:00,158.932,BE,0.0,0.0,PinBar,True
2026-01-14 17:05:00,short,158.273,158.353,158.353,158.11299999999997,158.279953125,2026-01-14 17:10:00,158.353,SL,-80.0000000000125,-1.0,KeyReversal,False
2026-01-28 16:10:00,long,152.823,152.766,152.766,152.93700000000004,152.757875,2026-01-28 16:20:00,152.766,SL,-57.00000000001637,-1.0,PinBar,False
