<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.02	01:55:00	4750.97	4760.67	4750.70	4758.08	423	0	23
2026.02.02	01:56:00	4758.07	4761.48	4749.43	4756.56	408	0	24
2026.02.02	01:57:00	4756.30	4756.70	4742.73	4750.33	445	0	24
2026.02.02	01:58:00	4750.27	4754.51	4748.26	4749.25	467	0	24
2026.02.02	01:59:00	4749.31	4750.31	4739.47	4741.10	434	0	23
2026.02.02	02:00:00	4742.04	4759.20	4740.32	4757.80	467	0	24
2026.02.02	02:01:00	4757.68	4768.11	4756.86	4765.92	457	0	40
2026.02.02	02:02:00	4766.10	4773.05	4766.10	4771.76	283	0	24
2026.02.02	02:03:00	4771.61	4773.13	4768.51	4769.18	291	0	24
2026.02.02	02:04:00	4769.11	4785.01	4769.11	4784.81	317	0	23
2026.02.02	02:05:00	4784.77	4786.60	4778.86	4784.47	424	0	23
2026.02.02	02:06:00	4784.53	4789.82	4781.14	4785.63	387	0	24
2026.02.02	02:07:00	4785.54	4791.14	4779.39	4779.69	409	0	23
2026.02.02	02:08:00	4779.67	4808.70	4778.31	4807.98	464	0	16
2026.02.02	02:09:00	4808.01	4821.44	4805.65	4818.65	461	0	18
2026.02.02	02:10:00	4818.57	4823.35	4815.02	4817.50	387	0	23
2026.02.02	02:11:00	4817.41	4833.52	4814.03	4833.34	415	0	17
2026.02.02	02:12:00	4833.03	4835.28	4818.61	4823.65	465	0	19
2026.02.02	02:13:00	4823.68	4839.67	4823.68	4837.67	362	0	17
2026.02.02	02:14:00	4837.92	4845.47	4837.92	4844.71	465	0	19
2026.02.02	02:15:00	4844.85	4854.87	4841.40	4853.75	437	0	22
2026.02.02	02:16:00	4853.70	4854.94	4846.20	4846.87	437	0	21
2026.02.02	02:17:00	4846.80	4852.28	4845.14	4850.44	510	0	17
