<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.02	02:53:00	77779.20	77789.00	77708.80	77747.40	84	0	2250
2026.02.02	02:54:00	77749.90	77774.30	77737.00	77766.90	33	0	2250
2026.02.02	02:55:00	77765.80	77765.80	77669.50	77681.30	78	0	2250
2026.02.02	02:56:00	77676.00	77702.50	77625.40	77659.30	94	0	2250
2026.02.02	02:57:00	77674.70	77674.70	77575.40	77635.10	92	0	2250
2026.02.02	02:58:00	77630.70	77677.00	77586.20	77657.30	66	0	2250
2026.02.02	02:59:00	77659.10	77700.00	77648.60	77665.40	61	0	2250
2026.02.02	03:00:00	77671.40	77694.80	77528.80	77528.80	78	0	2250
2026.02.02	03:01:00	77527.30	77788.40	77527.30	77768.50	135	0	2250
2026.02.02	03:02:00	77775.30	77811.10	77672.90	77789.10	115	0	2250
2026.02.02	03:03:00	77795.15	77915.70	77762.10	77857.70	125	0	2250
2026.02.02	03:04:00	77862.20	77945.30	77862.20	77895.80	85	0	2250
2026.02.02	03:05:00	77894.90	77894.90	77805.90	77807.30	104	0	2250
2026.02.02	03:06:00	77791.40	77801.80	77728.80	77728.80	87	0	2250
2026.02.02	03:07:00	77726.70	77726.70	77488.80	77500.70	90	0	2250
2026.02.02	03:08:00	77494.20	77494.20	77392.80	77415.20	162	0	2250
2026.02.02	03:09:00	77421.30	77430.10	77283.00	77315.20	148	0	2250
2026.02.02	03:10:00	77309.80	77328.60	77079.70	77082.60	153	0	2250
2026.02.02	03:11:00	77079.70	77133.20	77042.80	77070.50	137	0	2250
2026.02.02	03:12:00	77080.70	77091.00	76922.90	76931.10	168	0	2250
2026.02.02	03:13:00	76922.90	76953.20	76834.40	76854.70	174	0	2250
2026.02.02	03:14:00	76856.20	76914.10	76806.50	76821.90	167	0	2250
2026.02.02	03:15:00	76834.90	76962.50	76734.00	76739.80	202	0	2250
2026.02.02	03:16:00	76732.30	77067.70	76606.50	76953.10	245	0	2250
2026.02.02	03:17:00	76946.60	77338.70	76935.80	77299.70	283	0	2250
2026.02.02	03:18:00	77295.70	77388.30	77236.50	77280.80	245	0	2250
2026.02.02	03:19:00	77283.60	77307.40	77193.20	77217.00	188	0	2250
2026.02.02	03:20:00	77222.60	77358.70	77189.30	77237.10	206	0	2250
2026.02.02	03:21:00	77233.40	77272.80	77158.60	77272.80	164	0	2250
2026.02.02	03:22:00	77265.20	77436.80	77200.40	77429.80	218	0	2250
2026.02.02	03:23:00	77436.80	77563.00	77416.50	77520.70	190	0	2250
2026.02.02	03:24:00	77519.20	77666.00	77510.30	77666.00	151	0	2250
2026.02.02	03:25:00	77664.90	77728.60	77599.80	77690.90	186	0	2250
2026.02.02	03:26:00	77685.40	77769.80	77617.80	77638.40	145	0	2250
2026.02.02	03:27:00	77645.70	77765.00	77609.80	77765.00	120	0	2250
2026.02.02	03:28:00	77770.30	77905.30	77733.90	77861.00	168	0	2250
2026.02.02	03:29:00	77868.90	77929.10	77745.50	77767.50	137	0	2250
2026.02.02	03:30:00	77774.40	77785.60	77529.10	77552.40	184	0	2250
2026.02.02	03:31:00	77560.10	77568.30	77413.90	77432.10	122	0	2250
2026.02.02	03:32:00	77434.90	77614.40	77419.80	77569.10	114	0	2250
2026.02.02	03:33:00	77554.85	77617.90	77466.40	77617.90	111	0	2250
2026.02.02	03:34:00	77621.60	77635.50	77482.20	77531.20	128	0	2250
2026.02.02	03:35:00	77537.50	77732.40	77537.50	77709.00	158	0	2250
2026.02.02	03:36:00	77700.90	77805.50	77677.70	77728.20	131	0	2250
2026.02.02	03:37:00	77734.50	77739.30	77473.60	77484.60	141	0	2250
2026.02.02	03:38:00	77480.30	77636.90	77470.80	77620.60	131	0	2250
2026.02.02	03:39:00	77624.25	77747.70	77599.90	77719.50	113	0	2250
2026.02.02	03:40:00	77723.60	77750.30	77651.70	77677.50	125	0	2250
2026.02.02	03:41:00	77669.20	77738.70	77627.00	77707.80	116	0	2250
2026.02.02	03:42:00	77707.00	77831.00	77641.00	77821.30	108	0	2250
2026.02.02	03:43:00	77813.05	77824.50	77729.10	77801.70	87	0	2250
2026.02.02	03:44:00	77806.50	77808.20	77692.30	77711.20	106	0	2250
2026.02.02	03:45:00	77711.70	77756.60	77633.30	77653.50	95	0	2250
2026.02.02	03:46:00	77662.50	77701.90	77605.60	77659.70	132	0	2250
2026.02.02	03:47:00	77649.90	77719.80	77605.60	77636.40	104	0	2250
2026.02.02	03:48:00	77634.70	77634.70	77375.40	77390.90	129	0	2250
2026.02.02	03:49:00	77398.90	77568.40	77363.90	77514.90	115	0	2250
2026.02.02	03:50:00	77527.60	77621.60	77499.80	77582.90	102	0	2250
2026.02.02	03:51:00	77591.10	77606.00	77501.10	77553.80	105	0	2250
2026.02.02	03:52:00	77546.10	77718.70	77546.10	77663.20	120	0	2250
2026.02.02	03:53:00	77662.30	77668.10	77577.30	77615.50	97	0	2250
2026.02.02	03:54:00	77624.70	77662.00	77596.80	77627.20	99	0	2250
2026.02.02	03:55:00	77628.30	77704.80	77532.90	77532.90	119	0	2250
2026.02.02	03:56:00	77534.80	77587.10	77508.80	77533.50	89	0	2250
2026.02.02	03:57:00	77545.15	77545.20	77469.60	77504.50	93	0	2250
2026.02.02	03:58:00	77509.50	77556.90	77503.00	77532.10	90	0	2250
2026.02.02	03:59:00	77532.80	77603.40	77498.60	77507.70	84	0	2250
2026.02.02	04:00:00	77510.05	77511.20	77380.40	77388.00	132	0	2250
2026.02.02	04:01:00	77392.60	77428.00	77357.60	77380.70	98	0	2250
2026.02.02	04:02:00	77383.60	77533.90	77383.60	77518.50	104	0	2250
2026.02.02	04:03:00	77510.30	77546.20	77441.30	77462.60	124	0	2250
2026.02.02	04:04:00	77456.80	77456.80	77374.90	77392.20	81	0	2250
2026.02.02	04:05:00	77387.30	77395.40	77288.80	77307.30	99	0	2250
2026.02.02	04:06:00	77312.00	77432.90	77302.10	77432.90	118	0	2250
2026.02.02	04:07:00	77435.00	77458.70	77223.00	77244.10	114	0	2250
2026.02.02	04:08:00	77243.00	77361.90	77223.70	77297.20	110	0	2250
2026.02.02	04:09:00	77303.00	77345.70	77229.20	77244.60	114	0	2250
2026.02.02	04:10:00	77239.50	77244.20	77068.80	77103.40	121	0	2250
2026.02.02	04:11:00	77107.10	77131.20	77034.30	77093.10	100	0	2250
2026.02.02	04:12:00	77084.00	77099.60	76998.90	76998.90	86	0	2250
2026.02.02	04:13:00	76995.50	77060.00	76959.70	77060.00	82	0	2250
2026.02.02	04:14:00	77072.80	77192.40	77072.80	77192.40	109	0	2250
2026.02.02	04:15:00	77194.85	77544.30	77156.10	77391.00	166	0	2250
2026.02.02	04:16:00	77390.90	77469.40	77302.00	77302.00	111	0	2250
2026.02.02	04:17:00	77295.80	77307.20	77214.90	77226.80	113	0	2250
2026.02.02	04:18:00	77221.70	77244.80	77108.80	77114.50	111	0	2250
2026.02.02	04:19:00	77114.50	77200.90	77114.50	77198.10	61	0	2250
2026.02.02	04:20:00	77200.90	77229.30	77165.30	77178.20	106	0	2250
2026.02.02	04:21:00	77180.30	77239.90	77122.90	77123.20	120	0	2250
2026.02.02	04:22:00	77117.80	77150.10	77020.90	77145.70	102	0	2250
2026.02.02	04:23:00	77143.80	77218.70	77138.90	77170.70	94	0	2250
2026.02.02	04:24:00	77163.90	77198.10	77107.50	77152.40	79	0	2250
2026.02.02	04:25:00	77152.40	77288.70	77152.40	77208.70	93	0	2250
2026.02.02	04:26:00	77204.80	77260.50	77172.90	77184.20	80	0	2250
2026.02.02	04:27:00	77184.20	77281.50	77160.20	77269.70	90	0	2250
2026.02.02	04:28:00	77268.10	77268.10	77148.40	77161.00	98	0	2250
2026.02.02	04:29:00	77173.10	77232.40	77100.00	77101.00	72	0	2250
2026.02.02	04:30:00	77103.70	77139.50	77010.90	77031.80	93	0	2250
2026.02.02	04:31:00	77025.40	77101.80	76968.80	77081.20	105	0	2250
2026.02.02	04:32:00	77088.55	77198.70	77088.55	77170.20	138	0	2250
2026.02.02	04:33:00	77161.00	77252.05	77001.10	77001.10	111	0	2250
2026.02.02	04:34:00	76999.30	77026.30	76886.80	76894.90	123	0	2250
2026.02.02	04:35:00	76898.00	76909.70	76757.20	76770.80	128	0	2250
2026.02.02	04:36:00	76777.50	76900.40	76763.20	76848.40	153	0	2250
2026.02.02	04:37:00	76861.80	76910.80	76809.50	76903.20	124	0	2250
2026.02.02	04:38:00	76899.80	76955.70	76858.30	76933.30	133	0	2250
2026.02.02	04:39:00	76928.10	77045.45	76922.30	77033.20	103	0	2250
2026.02.02	04:40:00	77028.30	77106.30	76999.90	77101.80	116	0	2250
2026.02.02	04:41:00	77099.20	77099.20	76943.70	76955.20	121	0	2250
2026.02.02	04:42:00	76963.10	77098.70	76943.10	77026.00	140	0	2250
2026.02.02	04:43:00	77015.90	77065.60	76968.10	76968.10	108	0	2250
2026.02.02	04:44:00	76966.00	76998.10	76948.80	76971.90	72	0	2250
2026.02.02	04:45:00	76981.80	77022.80	76729.40	76782.90	194	0	2250
2026.02.02	04:46:00	76786.90	76877.20	76772.90	76857.90	132	0	2250
2026.02.02	04:47:00	76866.90	76868.90	76768.00	76815.90	109	0	2250
2026.02.02	04:48:00	76806.30	76885.40	76800.10	76853.00	100	0	2250
2026.02.02	04:49:00	76865.20	76940.50	76825.30	76940.50	93	0	2250
2026.02.02	04:50:00	76944.10	76958.70	76758.50	76784.80	115	0	2250
2026.02.02	04:51:00	76780.80	76793.40	76665.90	76679.90	138	0	2250
2026.02.02	04:52:00	76691.10	76733.40	76666.10	76708.70	97	0	2250
2026.02.02	04:53:00	76707.90	76766.70	76629.50	76693.70	127	0	2250
2026.02.02	04:54:00	76701.60	76701.60	76645.50	76682.20	80	0	2250
2026.02.02	04:55:00	76688.00	76731.10	76643.40	76667.70	76	0	2250
2026.02.02	04:56:00	76670.60	76706.10	76643.80	76665.00	100	0	2250
2026.02.02	04:57:00	76651.40	76673.60	76474.80	76528.00	138	0	2250
2026.02.02	04:58:00	76519.40	76624.80	76453.80	76480.50	131	0	2250
2026.02.02	04:59:00	76469.10	76532.70	76433.50	76476.90	122	0	2250
2026.02.02	05:00:00	76481.30	76568.20	76446.80	76478.30	174	0	2250
2026.02.02	05:01:00	76473.10	76536.40	76347.40	76371.30	157	0	2250
2026.02.02	05:02:00	76379.10	76459.50	76343.80	76424.70	189	0	2250
2026.02.02	05:03:00	76428.60	76487.90	76358.50	76411.80	157	0	2250
2026.02.02	05:04:00	76412.60	76464.20	76375.60	76425.80	127	0	2250
2026.02.02	05:05:00	76420.45	76420.45	76254.00	76406.70	161	0	2250
2026.02.02	05:06:00	76409.40	76505.30	76339.90	76387.60	162	0	2250
2026.02.02	05:07:00	76389.30	76518.30	76389.30	76431.40	107	0	2250
2026.02.02	05:08:00	76424.40	76479.50	76387.60	76393.30	131	0	2250
2026.02.02	05:09:00	76402.50	76456.50	76383.80	76432.90	75	0	2250
2026.02.02	05:10:00	76437.70	76447.20	76249.50	76257.50	83	0	2250
2026.02.02	05:11:00	76250.40	76250.40	76111.80	76158.80	147	0	2250
2026.02.02	05:12:00	76148.00	76149.00	76048.80	76124.50	147	0	2250
2026.02.02	05:13:00	76122.05	76185.70	76049.30	76144.60	144	0	2250
2026.02.02	05:14:00	76148.80	76164.80	75836.50	75879.30	197	0	2250
2026.02.02	05:15:00	75885.60	75900.30	75772.90	75851.00	205	0	2250
2026.02.02	05:16:00	75838.80	75887.70	75793.10	75861.00	176	0	2250
2026.02.02	05:17:00	75861.60	75903.30	75767.70	75778.70	171	0	2250
2026.02.02	05:18:00	75776.00	75865.80	75408.35	75434.50	240	0	2250
2026.02.02	05:19:00	75449.60	75638.70	75415.80	75607.90	266	0	2250
2026.02.02	05:20:00	75603.00	75683.30	75533.40	75558.60	250	0	2250
2026.02.02	05:21:00	75567.90	75594.50	75169.80	75289.60	316	0	2250
2026.02.02	05:22:00	75289.50	75386.30	75147.50	75213.80	290	0	2250
2026.02.02	05:23:00	75211.00	75243.90	75068.80	75132.00	293	0	2250
2026.02.02	05:24:00	75123.30	75501.10	75121.40	75354.70	282	0	2250
2026.02.02	05:25:00	75351.10	75452.50	75248.90	75282.80	268	0	2250
2026.02.02	05:26:00	75272.90	75295.20	75084.80	75134.50	242	0	2250
2026.02.02	05:27:00	75143.10	75366.70	75077.60	75342.90	271	0	2250
2026.02.02	05:28:00	75334.10	75359.80	75146.50	75262.00	256	0	2250
2026.02.02	05:29:00	75262.80	75334.20	75080.20	75090.10	204	0	2250
2026.02.02	05:30:00	75096.60	75218.40	74987.40	75026.20	286	0	2250
2026.02.02	05:31:00	75018.20	75134.40	74876.20	74990.20	311	0	2250
2026.02.02	05:32:00	74984.30	75036.20	74821.60	74831.60	282	0	2250
2026.02.02	05:33:00	74822.90	75188.70	74776.10	75111.60	303	0	2250
2026.02.02	05:34:00	75115.40	75166.70	74797.00	74866.70	269	0	2250
2026.02.02	05:35:00	74875.40	74930.20	74818.30	74851.90	258	0	2250
2026.02.02	05:36:00	74847.00	74972.80	74740.75	74786.50	252	0	2250
2026.02.02	05:37:00	74785.70	74878.50	74742.80	74857.30	213	0	2250
2026.02.02	05:38:00	74863.60	74920.80	74622.30	74637.50	190	0	2250
2026.02.02	05:39:00	74650.00	74698.80	74592.90	74616.60	193	0	2250
2026.02.02	05:40:00	74611.90	74787.80	74595.20	74731.50	240	0	2250
2026.02.02	05:41:00	74736.10	74922.80	74650.90	74831.00	236	0	2250
2026.02.02	05:42:00	74828.50	74855.50	74683.00	74704.60	206	0	2250
2026.02.02	05:43:00	74704.70	74805.00	74631.50	74726.70	172	0	2250
2026.02.02	05:44:00	74729.40	74750.70	74618.50	74629.80	136	0	2250
2026.02.02	05:45:00	74629.70	74796.30	74592.20	74787.30	196	0	2250
