<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.13	05:10:00	159.283	159.291	159.267	159.268	127	0	10
2026.03.13	05:11:00	159.268	159.292	159.267	159.292	39	0	8
2026.03.13	05:12:00	159.291	159.325	159.291	159.323	55	0	8
2026.03.13	05:13:00	159.322	159.348	159.319	159.341	111	0	8
2026.03.13	05:14:00	159.342	159.347	159.334	159.339	87	0	8
2026.03.13	05:15:00	159.336	159.336	159.292	159.317	78	0	8
2026.03.13	05:16:00	159.317	159.319	159.305	159.312	104	0	8
2026.03.13	05:17:00	159.311	159.313	159.301	159.312	67	0	10
2026.03.13	05:18:00	159.311	159.336	159.310	159.331	158	0	8
2026.03.13	05:19:00	159.331	159.345	159.313	159.341	161	0	8
2026.03.13	05:20:00	159.340	159.372	159.340	159.372	116	0	8
2026.03.13	05:21:00	159.376	159.383	159.367	159.376	82	0	8
2026.03.13	05:22:00	159.375	159.383	159.375	159.378	66	0	8
2026.03.13	05:23:00	159.378	159.397	159.378	159.395	71	0	8
2026.03.13	05:24:00	159.395	159.396	159.372	159.391	56	0	8
2026.03.13	05:25:00	159.391	159.393	159.381	159.386	38	0	8
2026.03.13	05:26:00	159.385	159.412	159.384	159.400	59	0	8
2026.03.13	05:27:00	159.399	159.400	159.387	159.387	55	0	8
2026.03.13	05:28:00	159.388	159.398	159.379	159.391	59	0	8
2026.03.13	05:29:00	159.391	159.399	159.390	159.397	35	0	10
2026.03.13	05:30:00	159.397	159.407	159.384	159.396	88	0	8
2026.03.13	05:31:00	159.397	159.408	159.394	159.398	137	0	8
2026.03.13	05:32:00	159.398	159.400	159.395	159.395	65	0	8
2026.03.13	05:33:00	159.396	159.399	159.391	159.393	62	0	8
2026.03.13	05:34:00	159.392	159.397	159.357	159.371	95	0	8
2026.03.13	05:35:00	159.370	159.382	159.370	159.380	19	0	8
2026.03.13	05:36:00	159.385	159.406	159.385	159.400	102	0	8
2026.03.13	05:37:00	159.399	159.404	159.388	159.390	56	0	10
2026.03.13	05:38:00	159.391	159.401	159.387	159.397	80	0	8
2026.03.13	05:39:00	159.399	159.401	159.397	159.399	57	0	8
2026.03.13	05:40:00	159.400	159.409	159.398	159.399	44	0	8
2026.03.13	05:41:00	159.400	159.401	159.399	159.400	19	0	8
2026.03.13	05:42:00	159.399	159.400	159.370	159.370	55	0	8
2026.03.13	05:43:00	159.370	159.371	159.350	159.354	72	0	10
2026.03.13	05:44:00	159.355	159.367	159.354	159.358	29	0	10
2026.03.13	05:45:00	159.359	159.368	159.358	159.362	39	0	10
2026.03.13	05:46:00	159.362	159.363	159.350	159.350	47	0	10
2026.03.13	05:47:00	159.353	159.364	159.350	159.363	42	0	8
2026.03.13	05:48:00	159.362	159.365	159.347	159.360	52	0	8
2026.03.13	05:49:00	159.353	159.353	159.330	159.332	117	0	8
2026.03.13	05:50:00	159.333	159.359	159.332	159.357	72	0	8
2026.03.13	05:51:00	159.358	159.359	159.348	159.358	41	0	10
2026.03.13	05:52:00	159.356	159.359	159.349	159.350	38	0	8
2026.03.13	05:53:00	159.349	159.361	159.349	159.359	49	0	8
2026.03.13	05:54:00	159.360	159.361	159.357	159.359	39	0	10
2026.03.13	05:55:00	159.359	159.382	159.358	159.376	54	0	8
2026.03.13	05:56:00	159.378	159.378	159.370	159.375	51	0	8
2026.03.13	05:57:00	159.376	159.376	159.364	159.365	42	0	10
2026.03.13	05:58:00	159.364	159.364	159.342	159.358	84	0	8
2026.03.13	05:59:00	159.358	159.358	159.347	159.350	59	0	10
2026.03.13	06:00:00	159.353	159.363	159.341	159.347	98	0	8
2026.03.13	06:01:00	159.349	159.349	159.342	159.349	43	0	8
2026.03.13	06:02:00	159.346	159.351	159.344	159.347	76	0	8
2026.03.13	06:03:00	159.346	159.349	159.341	159.345	62	0	8
2026.03.13	06:04:00	159.346	159.360	159.345	159.358	69	0	8
2026.03.13	06:05:00	159.358	159.366	159.358	159.365	36	0	10
2026.03.13	06:06:00	159.370	159.399	159.370	159.396	73	0	8
2026.03.13	06:07:00	159.396	159.402	159.391	159.395	92	0	8
2026.03.13	06:08:00	159.396	159.396	159.390	159.390	48	0	8
2026.03.13	06:09:00	159.389	159.395	159.384	159.388	42	0	8
2026.03.13	06:10:00	159.389	159.398	159.374	159.396	75	0	8
2026.03.13	06:11:00	159.396	159.398	159.390	159.394	35	0	10
2026.03.13	06:12:00	159.395	159.399	159.390	159.398	37	0	10
2026.03.13	06:13:00	159.397	159.402	159.397	159.397	32	0	10
2026.03.13	06:14:00	159.398	159.401	159.397	159.399	19	0	11
2026.03.13	06:15:00	159.406	159.412	159.389	159.397	64	0	10
2026.03.13	06:16:00	159.396	159.398	159.387	159.389	71	0	10
2026.03.13	06:17:00	159.387	159.389	159.370	159.371	79	0	10
2026.03.13	06:18:00	159.370	159.385	159.370	159.381	61	0	10
2026.03.13	06:19:00	159.381	159.381	159.367	159.379	65	0	8
2026.03.13	06:20:00	159.378	159.385	159.373	159.385	72	0	8
2026.03.13	06:21:00	159.384	159.391	159.380	159.383	38	0	10
2026.03.13	06:22:00	159.384	159.384	159.373	159.374	57	0	10
2026.03.13	06:23:00	159.375	159.376	159.373	159.374	36	0	10
2026.03.13	06:24:00	159.374	159.380	159.373	159.373	54	0	8
2026.03.13	06:25:00	159.374	159.381	159.373	159.378	67	0	10
2026.03.13	06:26:00	159.375	159.381	159.375	159.377	145	0	8
2026.03.13	06:27:00	159.378	159.452	159.377	159.429	176	0	8
2026.03.13	06:28:00	159.428	159.432	159.412	159.421	98	0	8
2026.03.13	06:29:00	159.422	159.438	159.415	159.430	93	0	10
