<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.13	06:30:00	159.431	159.464	159.431	159.464	118	0	8
2026.03.13	06:31:00	159.465	159.483	159.465	159.479	79	0	8
2026.03.13	06:32:00	159.480	159.481	159.470	159.471	57	0	8
2026.03.13	06:33:00	159.470	159.472	159.461	159.463	81	0	8
2026.03.13	06:34:00	159.464	159.486	159.460	159.485	69	0	8
2026.03.13	06:35:00	159.487	159.537	159.484	159.537	185	0	8
2026.03.13	06:36:00	159.540	159.680	159.536	159.629	302	0	8
2026.03.13	06:37:00	159.625	159.643	159.584	159.585	174	0	8
2026.03.13	06:38:00	159.585	159.613	159.565	159.613	136	0	8
2026.03.13	06:39:00	159.614	159.631	159.582	159.595	172	0	8
2026.03.13	06:40:00	159.594	159.613	159.576	159.576	148	0	8
2026.03.13	06:41:00	159.577	159.577	159.530	159.530	126	0	8
2026.03.13	06:42:00	159.531	159.536	159.504	159.519	161	0	10
2026.03.13	06:43:00	159.518	159.525	159.503	159.507	94	0	8
2026.03.13	06:44:00	159.506	159.531	159.499	159.519	123	0	8
2026.03.13	06:45:00	159.519	159.519	159.456	159.470	135	0	8
2026.03.13	06:46:00	159.469	159.472	159.434	159.434	150	0	8
2026.03.13	06:47:00	159.436	159.487	159.434	159.486	143	0	8
2026.03.13	06:48:00	159.487	159.487	159.456	159.459	117	0	8
2026.03.13	06:49:00	159.464	159.472	159.446	159.447	135	0	8
2026.03.13	06:50:00	159.448	159.490	159.447	159.489	141	0	8
2026.03.13	06:51:00	159.490	159.491	159.473	159.474	119	0	8
2026.03.13	06:52:00	159.473	159.474	159.440	159.445	73	0	8
2026.03.13	06:53:00	159.446	159.481	159.445	159.473	73	0	10
2026.03.13	06:54:00	159.472	159.514	159.463	159.503	103	0	8
2026.03.13	06:55:00	159.504	159.514	159.490	159.511	92	0	8
2026.03.13	06:56:00	159.512	159.527	159.504	159.527	98	0	10
2026.03.13	06:57:00	159.528	159.533	159.496	159.498	61	0	10
2026.03.13	06:58:00	159.494	159.494	159.470	159.470	62	0	8
2026.03.13	06:59:00	159.470	159.499	159.470	159.499	103	0	8
2026.03.13	07:00:00	159.499	159.500	159.454	159.455	175	0	8
2026.03.13	07:01:00	159.454	159.467	159.447	159.454	100	0	8
2026.03.13	07:02:00	159.455	159.455	159.435	159.450	125	0	8
2026.03.13	07:03:00	159.449	159.469	159.447	159.448	80	0	8
2026.03.13	07:04:00	159.449	159.459	159.447	159.449	84	0	8
2026.03.13	07:05:00	159.450	159.452	159.433	159.437	84	0	10
2026.03.13	07:06:00	159.439	159.444	159.435	159.441	55	0	8
2026.03.13	07:07:00	159.441	159.443	159.418	159.420	103	0	11
2026.03.13	07:08:00	159.421	159.423	159.399	159.404	93	0	8
2026.03.13	07:09:00	159.404	159.407	159.400	159.401	59	0	8
2026.03.13	07:10:00	159.402	159.402	159.360	159.368	139	0	8
2026.03.13	07:11:00	159.367	159.369	159.354	159.357	181	0	8
2026.03.13	07:12:00	159.358	159.380	159.356	159.378	90	0	8
2026.03.13	07:13:00	159.378	159.400	159.377	159.385	124	0	8
2026.03.13	07:14:00	159.386	159.386	159.370	159.372	34	0	10
2026.03.13	07:15:00	159.373	159.373	159.353	159.360	77	0	8
2026.03.13	07:16:00	159.359	159.370	159.354	159.370	94	0	8
2026.03.13	07:17:00	159.369	159.400	159.369	159.394	84	0	8
2026.03.13	07:18:00	159.393	159.394	159.371	159.374	82	0	8
2026.03.13	07:19:00	159.375	159.384	159.374	159.375	61	0	8
2026.03.13	07:20:00	159.374	159.390	159.374	159.377	41	0	8
2026.03.13	07:21:00	159.375	159.375	159.371	159.373	13	0	8
2026.03.13	07:22:00	159.371	159.372	159.350	159.358	77	0	8
2026.03.13	07:23:00	159.357	159.373	159.355	159.356	80	0	8
2026.03.13	07:24:00	159.357	159.372	159.356	159.371	56	0	10
2026.03.13	07:25:00	159.372	159.384	159.372	159.382	66	0	10
2026.03.13	07:26:00	159.381	159.384	159.375	159.377	71	0	8
2026.03.13	07:27:00	159.378	159.382	159.362	159.362	41	0	8
2026.03.13	07:28:00	159.362	159.362	159.348	159.349	28	0	8
2026.03.13	07:29:00	159.350	159.351	159.330	159.337	66	0	8
2026.03.13	07:30:00	159.338	159.343	159.320	159.334	80	0	8
2026.03.13	07:31:00	159.335	159.336	159.311	159.320	58	0	10
2026.03.13	07:32:00	159.322	159.330	159.320	159.324	85	0	8
2026.03.13	07:33:00	159.323	159.327	159.312	159.314	43	0	8
2026.03.13	07:34:00	159.316	159.354	159.313	159.352	55	0	10
2026.03.13	07:35:00	159.352	159.367	159.349	159.364	51	0	10
2026.03.13	07:36:00	159.365	159.365	159.334	159.334	46	0	10
2026.03.13	07:37:00	159.335	159.335	159.331	159.331	40	0	8
2026.03.13	07:38:00	159.334	159.347	159.332	159.340	62	0	8
2026.03.13	07:39:00	159.340	159.351	159.340	159.349	28	0	10
2026.03.13	07:40:00	159.347	159.356	159.347	159.355	53	0	8
2026.03.13	07:41:00	159.356	159.384	159.356	159.380	52	0	8
2026.03.13	07:42:00	159.379	159.392	159.379	159.386	70	0	8
2026.03.13	07:43:00	159.386	159.401	159.385	159.400	72	0	8
2026.03.13	07:44:00	159.399	159.413	159.398	159.410	46	0	8
2026.03.13	07:45:00	159.411	159.417	159.409	159.414	60	0	8
2026.03.13	07:46:00	159.415	159.417	159.413	159.415	30	0	8
2026.03.13	07:47:00	159.416	159.417	159.391	159.391	52	0	8
2026.03.13	07:48:00	159.392	159.392	159.380	159.388	42	0	8
2026.03.13	07:49:00	159.388	159.388	159.350	159.351	106	0	8
2026.03.13	07:50:00	159.352	159.360	159.351	159.356	44	0	10
2026.03.13	07:51:00	159.360	159.366	159.357	159.361	40	0	10
2026.03.13	07:52:00	159.361	159.362	159.354	159.361	67	0	8
2026.03.13	07:53:00	159.363	159.369	159.352	159.355	60	0	8
2026.03.13	07:54:00	159.356	159.380	159.353	159.379	67	0	8
2026.03.13	07:55:00	159.386	159.418	159.384	159.415	133	0	8
2026.03.13	07:56:00	159.414	159.426	159.408	159.417	115	0	8
2026.03.13	07:57:00	159.421	159.434	159.419	159.432	72	0	8
2026.03.13	07:58:00	159.432	159.436	159.423	159.431	67	0	8
2026.03.13	07:59:00	159.432	159.436	159.427	159.427	52	0	8
2026.03.13	08:00:00	159.428	159.429	159.371	159.373	81	0	8
2026.03.13	08:01:00	159.372	159.415	159.369	159.414	58	0	8
2026.03.13	08:02:00	159.413	159.422	159.392	159.405	117	0	8
2026.03.13	08:03:00	159.406	159.416	159.399	159.400	67	0	8
2026.03.13	08:04:00	159.398	159.408	159.393	159.407	93	0	8
2026.03.13	08:05:00	159.407	159.409	159.392	159.396	62	0	8
2026.03.13	08:06:00	159.397	159.412	159.397	159.399	56	0	8
2026.03.13	08:07:00	159.400	159.400	159.312	159.324	103	0	8
2026.03.13	08:08:00	159.325	159.348	159.325	159.339	163	0	8
2026.03.13	08:09:00	159.338	159.346	159.328	159.342	168	0	8
2026.03.13	08:10:00	159.343	159.379	159.343	159.378	164	0	8
2026.03.13	08:11:00	159.379	159.384	159.373	159.379	145	0	8
2026.03.13	08:12:00	159.379	159.385	159.372	159.374	77	0	8
2026.03.13	08:13:00	159.374	159.385	159.372	159.381	115	0	8
2026.03.13	08:14:00	159.383	159.411	159.382	159.411	184	0	8
2026.03.13	08:15:00	159.410	159.423	159.408	159.420	191	0	8
2026.03.13	08:16:00	159.421	159.435	159.414	159.417	159	0	8
2026.03.13	08:17:00	159.416	159.437	159.414	159.436	170	0	8
2026.03.13	08:18:00	159.437	159.459	159.435	159.456	185	0	8
2026.03.13	08:19:00	159.455	159.460	159.402	159.404	149	0	8
2026.03.13	08:20:00	159.407	159.444	159.392	159.444	115	0	8
2026.03.13	08:21:00	159.445	159.450	159.421	159.421	88	0	8
2026.03.13	08:22:00	159.422	159.422	159.397	159.397	84	0	8
2026.03.13	08:23:00	159.398	159.400	159.387	159.397	118	0	8
2026.03.13	08:24:00	159.397	159.410	159.396	159.408	93	0	8
2026.03.13	08:25:00	159.409	159.412	159.383	159.396	195	0	8
2026.03.13	08:26:00	159.395	159.431	159.384	159.431	110	0	8
2026.03.13	08:27:00	159.431	159.435	159.409	159.411	95	0	8
2026.03.13	08:28:00	159.411	159.413	159.387	159.395	129	0	8
2026.03.13	08:29:00	159.397	159.397	159.387	159.397	96	0	8
2026.03.13	08:30:00	159.397	159.405	159.391	159.393	57	0	8
2026.03.13	08:31:00	159.394	159.398	159.370	159.380	94	0	8
2026.03.13	08:32:00	159.381	159.409	159.377	159.406	110	0	10
2026.03.13	08:33:00	159.409	159.424	159.400	159.423	118	0	8
2026.03.13	08:34:00	159.421	159.436	159.421	159.426	79	0	8
2026.03.13	08:35:00	159.410	159.426	159.409	159.419	102	0	8
2026.03.13	08:36:00	159.418	159.419	159.398	159.406	67	0	8
2026.03.13	08:37:00	159.406	159.408	159.397	159.406	81	0	10
2026.03.13	08:38:00	159.407	159.411	159.372	159.380	81	0	10
2026.03.13	08:39:00	159.379	159.400	159.377	159.395	104	0	8
2026.03.13	08:40:00	159.396	159.418	159.394	159.417	90	0	8
2026.03.13	08:41:00	159.418	159.423	159.358	159.358	93	0	8
2026.03.13	08:42:00	159.358	159.368	159.337	159.365	117	0	8
2026.03.13	08:43:00	159.365	159.375	159.353	159.356	84	0	10
2026.03.13	08:44:00	159.355	159.357	159.344	159.345	51	0	8
2026.03.13	08:45:00	159.344	159.347	159.331	159.344	93	0	8
2026.03.13	08:46:00	159.346	159.377	159.342	159.375	90	0	8
2026.03.13	08:47:00	159.376	159.380	159.370	159.370	97	0	10
2026.03.13	08:48:00	159.371	159.381	159.342	159.368	119	0	8
2026.03.13	08:49:00	159.370	159.383	159.360	159.370	119	0	8
2026.03.13	08:50:00	159.369	159.397	159.369	159.394	90	0	8
2026.03.13	08:51:00	159.393	159.404	159.391	159.395	46	0	8
2026.03.13	08:52:00	159.394	159.395	159.363	159.370	95	0	8
2026.03.13	08:53:00	159.372	159.387	159.370	159.373	59	0	8
2026.03.13	08:54:00	159.372	159.380	159.357	159.359	35	0	8
2026.03.13	08:55:00	159.359	159.373	159.350	159.371	51	0	8
2026.03.13	08:56:00	159.372	159.393	159.371	159.385	129	0	8
2026.03.13	08:57:00	159.384	159.385	159.355	159.382	49	0	8
2026.03.13	08:58:00	159.381	159.401	159.377	159.398	102	0	8
2026.03.13	08:59:00	159.399	159.435	159.398	159.425	106	0	8
2026.03.13	09:00:00	159.427	159.459	159.427	159.458	253	0	8
